,estalt,vario,elapsed,timestamp
2557,-307.0,-1.0,0.016,1681843593.55
2558,-273.0,-1.0,0.014,1681843593.63
2559,-290.0,-1.0,0.015,1681843593.71
2560,-340.0,-1.0,0.015,1681843593.79
2561,-315.0,-1.0,0.015,1681843593.87
2562,-324.0,-1.0,0.015,1681843593.95
2563,-332.0,-1.0,0.015,1681843594.03
2564,-290.0,-1.0,0.015,1681843594.11
2565,-307.0,-1.0,0.015,1681843594.19
2566,-340.0,-1.0,0.015,1681843594.27
2567,-290.0,-1.0,0.015,1681843594.35
2568,-256.0,-1.0,0.015,1681843594.43
2569,-324.0,-1.0,0.015,1681843594.51
2570,-324.0,-1.0,0.015,1681843594.59
2571,-365.0,-1.0,0.015,1681843594.67
2572,-357.0,-1.0,0.015,1681843594.75
2573,-324.0,-1.0,0.014,1681843594.83
2574,,,,
2575,,,,
2576,,,,
2577,1500.0,1500.0,0.015,1681843594.93
2578,-282.0,-1.0,0.015,1681843595.01
2579,-213.0,-100.0,0.015,1681843595.09
2580,-77.0,188.0,0.015,1681843595.17
2581,,,,
2582,-298.0,-1.0,0.015,1681843595.33
2583,-273.0,-1.0,0.015,1681843595.41
2584,-298.0,-1.0,0.015,1681843595.49
2585,-298.0,-1.0,0.015,1681843595.57
2586,-256.0,-1.0,0.015,1681843595.65
2587,-298.0,-1.0,0.015,1681843595.73
2588,-265.0,-1.0,0.015,1681843595.81
2589,-349.0,-1.0,0.016,1681843595.89
2590,-298.0,-1.0,0.015,1681843595.96
2591,-332.0,-1.0,0.014,1681843596.04
2592,-298.0,-1.0,0.015,1681843596.12
2593,,,,
2594,,,,
2595,,,,
2596,1500.0,1500.0,0.015,1681843596.32
2597,-265.0,-1.0,0.015,1681843596.40
2598,-340.0,-1.0,0.015,1681843596.48
2599,-298.0,-1.0,0.015,1681843596.56
2600,-307.0,-1.0,0.015,1681843596.64
2601,-282.0,-1.0,0.015,1681843596.72
2602,-298.0,-1.0,0.016,1681843596.80
2603,-298.0,-1.0,0.015,1681843596.88
2604,-324.0,-1.0,0.014,1681843596.96
2605,-282.0,-1.0,0.014,1681843597.04
2606,-332.0,-1.0,0.015,1681843597.12
2607,-298.0,-1.0,0.015,1681843597.20
2608,-282.0,-1.0,0.015,1681843597.28
2609,-265.0,-1.0,0.015,1681843597.36
2610,-315.0,-1.0,0.014,1681843597.44
2611,-290.0,-1.0,0.015,1681843597.52
2612,-298.0,-1.0,0.015,1681843597.60
2613,-307.0,-1.0,0.015,1681843597.68
2614,-298.0,-1.0,0.015,1681843597.76
2615,-307.0,-1.0,0.015,1681843597.84
2616,-265.0,-1.0,0.015,1681843597.92
2617,-315.0,-1.0,0.015,1681843598.00
2618,-298.0,-1.0,0.015,1681843598.08
2619,-298.0,-1.0,0.015,1681843598.16
2620,-357.0,-1.0,0.015,1681843598.24
2621,-256.0,-1.0,0.015,1681843598.32
2622,-282.0,-1.0,0.015,1681843598.40
2623,-332.0,-1.0,0.015,1681843598.48
2624,-324.0,-1.0,0.015,1681843598.56
2625,-340.0,-1.0,0.014,1681843598.64
2626,-349.0,-1.0,0.015,1681843598.72
2627,-315.0,-1.0,0.015,1681843598.80
2628,-265.0,-1.0,0.015,1681843598.88
2629,-248.0,-1.0,0.015,1681843598.96
2630,-365.0,-1.0,0.015,1681843599.04
2631,-290.0,-1.0,0.015,1681843599.12
2632,-324.0,-1.0,0.015,1681843599.20
2633,-265.0,-1.0,0.015,1681843599.28
2634,-265.0,-1.0,0.015,1681843599.36
2635,-340.0,-1.0,0.015,1681843599.44
2636,-282.0,-1.0,0.015,1681843599.52
2637,-315.0,-1.0,0.015,1681843599.60
2638,-282.0,-1.0,0.015,1681843599.68
2639,-290.0,-1.0,0.015,1681843599.76
2640,-324.0,-1.0,0.014,1681843599.84
2641,-290.0,-1.0,0.015,1681843599.92
2642,-315.0,-1.0,0.015,1681843600.00
2643,-290.0,-1.0,0.015,1681843600.08
2644,-248.0,-1.0,0.015,1681843600.16
2645,-332.0,-1.0,0.015,1681843600.24
2646,-315.0,-1.0,0.015,1681843600.32
2647,-290.0,-1.0,0.015,1681843600.40
2648,-290.0,-1.0,0.015,1681843600.48
2649,-349.0,-1.0,0.015,1681843600.56
2650,,,,
2651,-298.0,-1.0,0.015,1681843600.70
2652,-298.0,-1.0,0.015,1681843600.78
2653,-315.0,-1.0,0.015,1681843600.86
2654,-315.0,-1.0,0.015,1681843600.94
2655,-340.0,-1.0,0.014,1681843601.02
2656,-332.0,-1.0,0.015,1681843601.10
2657,-357.0,-1.0,0.015,1681843601.18
2658,-332.0,-1.0,0.015,1681843601.26
2659,-324.0,-1.0,0.015,1681843601.34
2660,-324.0,-1.0,0.015,1681843601.42
2661,-298.0,-1.0,0.015,1681843601.50
2662,-332.0,-1.0,0.015,1681843601.58
2663,-357.0,-1.0,0.015,1681843601.66
2664,-340.0,-1.0,0.015,1681843601.74
2665,-307.0,-1.0,0.015,1681843601.82
2666,-248.0,-1.0,0.015,1681843601.90
2667,-365.0,-1.0,0.015,1681843601.98
2668,-324.0,-1.0,0.015,1681843602.06
2669,-340.0,-1.0,0.015,1681843602.14
2670,-290.0,-1.0,0.014,1681843602.22
2671,-315.0,-1.0,0.015,1681843602.30
2672,-307.0,-1.0,0.016,1681843602.38
2673,-307.0,-1.0,0.015,1681843602.46
2674,-374.0,-1.0,0.015,1681843602.54
2675,-349.0,-1.0,0.015,1681843602.62
2676,-374.0,-1.0,0.015,1681843602.70
2677,-332.0,-1.0,0.015,1681843602.78
2678,-282.0,-1.0,0.015,1681843602.86
2679,-349.0,-1.0,0.015,1681843602.94
2680,-315.0,-1.0,0.015,1681843603.02
2681,-315.0,-1.0,0.015,1681843603.10
2682,-324.0,-1.0,0.015,1681843603.18
2683,-315.0,-1.0,0.015,1681843603.26
2684,-315.0,-1.0,0.015,1681843603.34
2685,-324.0,-1.0,0.015,1681843603.42
2686,-340.0,-1.0,0.015,1681843603.50
2687,-324.0,-1.0,0.015,1681843603.58
2688,-324.0,-1.0,0.015,1681843603.66
2689,,,,
2690,82.0,131.0,0.015,1681843603.76
2691,-357.0,-1.0,0.015,1681843603.84
2692,-332.0,-1.0,0.015,1681843603.92
2693,-357.0,-1.0,0.015,1681843604.00
2694,-307.0,-1.0,0.015,1681843604.08
2695,-298.0,-1.0,0.015,1681843604.16
2696,-307.0,-1.0,0.015,1681843604.24
2697,-391.0,-1.0,0.015,1681843604.32
2698,-357.0,-1.0,0.015,1681843604.40
2699,-290.0,-1.0,0.015,1681843604.48
2700,-298.0,-1.0,0.015,1681843604.56
2701,-365.0,-1.0,0.015,1681843604.64
2702,-357.0,-1.0,0.015,1681843604.72
2703,-315.0,-1.0,0.015,1681843604.80
2704,-324.0,-1.0,0.015,1681843604.88
2705,-382.0,-1.0,0.015,1681843604.96
2706,-307.0,-1.0,0.015,1681843605.04
2707,-298.0,-1.0,0.015,1681843605.12
2708,,,,
2709,,,,
2710,,,,
2711,69.0,74.0,0.016,1681843605.20
2712,,,,
2713,1500.0,1500.0,0.015,1681843605.36
2714,-315.0,-1.0,0.015,1681843605.44
2715,-46.0,42.0,0.015,1681843605.52
2716,-324.0,-1.0,0.015,1681843605.60
2717,-357.0,-1.0,0.015,1681843605.68
2718,-324.0,-1.0,0.015,1681843605.76
2719,-282.0,-1.0,0.015,1681843605.84
2720,-298.0,-1.0,0.015,1681843605.92
2721,-298.0,-1.0,0.015,1681843606.00
2722,-324.0,-1.0,0.015,1681843606.08
2723,-298.0,-1.0,0.015,1681843606.16
2724,-349.0,-1.0,0.015,1681843606.24
2725,-340.0,-1.0,0.015,1681843606.32
2726,-332.0,-1.0,0.015,1681843606.40
2727,,,,
2728,,,,
2729,1500.0,1500.0,0.015,1681843606.49
2730,-273.0,-1.0,0.015,1681843606.57
2731,-56.0,-6.0,0.015,1681843606.65
2732,-298.0,-1.0,0.015,1681843606.73
2733,-315.0,-1.0,0.015,1681843606.81
2734,-282.0,-1.0,0.015,1681843606.89
2735,-265.0,-1.0,0.015,1681843606.97
2736,-357.0,-1.0,0.015,1681843607.05
2737,-324.0,-1.0,0.015,1681843607.13
2738,-349.0,-1.0,0.015,1681843607.21
2739,-365.0,-1.0,0.015,1681843607.29
2740,-357.0,-1.0,0.014,1681843607.37
2741,-340.0,-1.0,0.015,1681843607.45
2742,-324.0,-1.0,0.015,1681843607.53
2743,-340.0,-1.0,0.015,1681843607.61
2744,-349.0,-1.0,0.015,1681843607.69
2745,-290.0,-1.0,0.015,1681843607.77
2746,,,,
2747,-340.0,-1.0,0.015,1681843607.92
2748,-282.0,-1.0,0.015,1681843608.00
2749,-290.0,-1.0,0.015,1681843608.08
2750,-340.0,-1.0,0.015,1681843608.16
2751,-240.0,-1.0,0.015,1681843608.24
2752,-307.0,-1.0,0.015,1681843608.32
2753,-324.0,-1.0,0.015,1681843608.40
2754,-399.0,-1.0,0.015,1681843608.48
2755,-273.0,-1.0,0.015,1681843608.56
2756,-265.0,-1.0,0.015,1681843608.64
2757,-282.0,-1.0,0.015,1681843608.72
2758,-307.0,-1.0,0.015,1681843608.80
2759,-282.0,-1.0,0.015,1681843608.88
2760,-324.0,-1.0,0.015,1681843608.96
2761,-324.0,-1.0,0.015,1681843609.04
2762,-349.0,-1.0,0.015,1681843609.12
2763,-298.0,-1.0,0.015,1681843609.20
2764,-340.0,-1.0,0.015,1681843609.28
2765,,,,
2766,22.0,174.0,0.015,1681843609.37
2767,,,,
2768,-265.0,-1.0,0.015,1681843609.53
2769,-332.0,-1.0,0.015,1681843609.61
2770,-307.0,-1.0,0.015,1681843609.69
2771,-290.0,-1.0,0.015,1681843609.77
2772,-332.0,-1.0,0.015,1681843609.85
2773,-332.0,-1.0,0.015,1681843609.93
2774,-282.0,-1.0,0.015,1681843610.01
2775,-332.0,-1.0,0.015,1681843610.09
2776,-282.0,-1.0,0.015,1681843610.17
2777,-290.0,-1.0,0.015,1681843610.25
2778,-256.0,-1.0,0.015,1681843610.33
2779,-298.0,-1.0,0.015,1681843610.41
2780,-340.0,-1.0,0.015,1681843610.49
2781,-315.0,-1.0,0.015,1681843610.57
2782,-315.0,-1.0,0.015,1681843610.65
2783,-273.0,-1.0,0.015,1681843610.73
2784,,,,
2785,,,,
2786,-315.0,-1.0,0.015,1681843610.94
2787,-340.0,-1.0,0.015,1681843611.02
2788,-265.0,-1.0,0.015,1681843611.10
2789,-315.0,-1.0,0.015,1681843611.18
2790,-273.0,-1.0,0.015,1681843611.26
2791,-315.0,-1.0,0.015,1681843611.34
2792,-273.0,-1.0,0.015,1681843611.42
2793,-298.0,-1.0,0.015,1681843611.50
2794,-324.0,-1.0,0.015,1681843611.58
2795,-290.0,-1.0,0.015,1681843611.66
2796,-298.0,-1.0,0.015,1681843611.74
2797,-340.0,-1.0,0.015,1681843611.82
2798,-315.0,-1.0,0.015,1681843611.90
2799,-307.0,-1.0,0.015,1681843611.98
2800,-290.0,-1.0,0.015,1681843612.06
2801,-282.0,-1.0,0.015,1681843612.14
2802,-290.0,-1.0,0.015,1681843612.22
2803,,,,
2804,-307.0,-1.0,0.015,1681843612.37
2805,-324.0,-1.0,0.015,1681843612.45
2806,-349.0,-1.0,0.015,1681843612.53
2807,-332.0,-1.0,0.015,1681843612.61
2808,-315.0,-1.0,0.015,1681843612.69
2809,-315.0,-1.0,0.015,1681843612.77
2810,-298.0,-1.0,0.015,1681843612.85
2811,-290.0,-1.0,0.015,1681843612.93
2812,-256.0,-1.0,0.014,1681843613.01
2813,-298.0,-1.0,0.015,1681843613.09
2814,-332.0,-1.0,0.015,1681843613.17
2815,-265.0,-1.0,0.015,1681843613.25
2816,-265.0,-1.0,0.015,1681843613.33
2817,-273.0,-1.0,0.015,1681843613.41
2818,-307.0,-1.0,0.015,1681843613.49
2819,-324.0,-1.0,0.015,1681843613.57
2820,-307.0,-1.0,0.015,1681843613.65
2821,-256.0,-1.0,0.015,1681843613.73
2822,-324.0,-1.0,0.015,1681843613.81
2823,,,,
2824,-65.0,-395.0,0.015,1681843613.90
2825,-248.0,-1.0,0.015,1681843613.98
2826,-256.0,-1.0,0.015,1681843614.06
2827,-206.0,-1.0,0.015,1681843614.14
2828,-265.0,-1.0,0.014,1681843614.22
2829,-290.0,-1.0,0.015,1681843614.30
2830,-248.0,-1.0,0.015,1681843614.38
2831,-256.0,-1.0,0.015,1681843614.46
2832,-256.0,-1.0,0.015,1681843614.54
2833,-265.0,-1.0,0.014,1681843614.62
2834,-307.0,-1.0,0.015,1681843614.70
2835,-290.0,-1.0,0.015,1681843614.78
2836,-256.0,-1.0,0.015,1681843614.86
2837,-240.0,-1.0,0.015,1681843614.94
2838,-282.0,-1.0,0.014,1681843615.02
2839,-231.0,-1.0,0.015,1681843615.10
2840,-290.0,-1.0,0.015,1681843615.18
2841,-256.0,-1.0,0.015,1681843615.26
2842,,,,
2843,,,,
2844,,,,
2845,-808.0,-30.0,0.014,1681843615.34
2846,,,,
2847,1500.0,1500.0,0.015,1681843615.50
2848,-282.0,-1.0,0.015,1681843615.58
2849,22.0,-467.0,0.015,1681843615.66
2850,-273.0,-1.0,0.015,1681843615.74
2851,-307.0,-1.0,0.014,1681843615.82
2852,-273.0,-1.0,0.015,1681843615.90
2853,-256.0,-1.0,0.015,1681843615.98
2854,-206.0,-1.0,0.015,1681843616.06
2855,-256.0,-1.0,0.015,1681843616.14
2856,-215.0,-1.0,0.015,1681843616.22
2857,-248.0,-1.0,0.015,1681843616.30
2858,-282.0,-1.0,0.015,1681843616.38
2859,-240.0,-1.0,0.015,1681843616.46
2860,-273.0,-1.0,0.015,1681843616.54
2861,,,,
2862,,,,
2863,-551.0,162.0,0.015,1681843616.62
2864,,,,
2865,1500.0,1500.0,0.015,1681843616.78
2866,-265.0,-1.0,0.014,1681843616.86
2867,-298.0,-1.0,0.016,1681843616.94
2868,-265.0,-1.0,0.014,1681843617.02
2869,-248.0,-1.0,0.015,1681843617.10
2870,-282.0,-1.0,0.015,1681843617.18
2871,-324.0,-1.0,0.014,1681843617.26
2872,-315.0,-1.0,0.015,1681843617.34
2873,-332.0,-1.0,0.015,1681843617.42
2874,-282.0,-1.0,0.015,1681843617.50
2875,-315.0,-1.0,0.015,1681843617.58
2876,-256.0,-1.0,0.015,1681843617.66
2877,-324.0,-1.0,0.015,1681843617.74
2878,-298.0,-1.0,0.015,1681843617.82
2879,-340.0,-1.0,0.015,1681843617.90
2880,-258.0,-111.0,0.0,1681843617.95
2881,-324.0,-1.0,0.015,1681843618.03
2882,-298.0,-1.0,0.015,1681843618.11
2883,-298.0,-1.0,0.015,1681843618.19
2884,-273.0,-1.0,0.015,1681843618.27
2885,-248.0,-1.0,0.015,1681843618.35
2886,-324.0,-1.0,0.015,1681843618.43
2887,-349.0,-1.0,0.015,1681843618.51
2888,-265.0,-1.0,0.015,1681843618.59
2889,-282.0,-1.0,0.015,1681843618.67
2890,-282.0,-1.0,0.015,1681843618.75
2891,-298.0,-1.0,0.015,1681843618.83
2892,-265.0,-1.0,0.015,1681843618.91
2893,-307.0,-1.0,0.015,1681843618.99
2894,-298.0,-1.0,0.015,1681843619.07
2895,-324.0,-1.0,0.015,1681843619.15
2896,-273.0,-1.0,0.015,1681843619.23
2897,-324.0,-1.0,0.015,1681843619.31
2898,-256.0,-1.0,0.015,1681843619.39
2899,,,,
2900,-287.0,-99.0,0.015,1681843619.50
2901,-290.0,-1.0,0.015,1681843619.58
2902,-256.0,-1.0,0.015,1681843619.66
2903,-273.0,-1.0,0.015,1681843619.74
2904,-290.0,-1.0,0.015,1681843619.82
2905,-315.0,-1.0,0.015,1681843619.90
2906,-332.0,-1.0,0.016,1681843619.98
2907,-340.0,-1.0,0.015,1681843620.06
2908,-315.0,-1.0,0.015,1681843620.14
2909,-324.0,-1.0,0.015,1681843620.22
2910,-298.0,-1.0,0.016,1681843620.30
2911,-298.0,-1.0,0.015,1681843620.38
2912,-298.0,-1.0,0.015,1681843620.46
2913,-282.0,-1.0,0.016,1681843620.54
2914,-273.0,-1.0,0.015,1681843620.62
2915,-324.0,-1.0,0.015,1681843620.70
2916,-332.0,-1.0,0.016,1681843620.78
2917,-298.0,-1.0,0.015,1681843620.86
2918,,,,
2919,-282.0,-1.0,0.016,1681843620.99
2920,-298.0,-1.0,0.015,1681843621.07
2921,-265.0,-1.0,0.015,1681843621.15
2922,-307.0,-1.0,0.016,1681843621.23
2923,-315.0,-1.0,0.015,1681843621.31
2924,-298.0,-1.0,0.014,1681843621.39
2925,-248.0,-1.0,0.015,1681843621.47
2926,-290.0,-1.0,0.015,1681843621.55
2927,-315.0,-1.0,0.014,1681843621.63
2928,-332.0,-1.0,0.015,1681843621.71
2929,-240.0,-1.0,0.015,1681843621.79
2930,-365.0,-1.0,0.015,1681843621.87
2931,-307.0,-1.0,0.015,1681843621.95
2932,-265.0,-1.0,0.015,1681843622.03
2933,-324.0,-1.0,0.014,1681843622.11
2934,-298.0,-1.0,0.015,1681843622.19
2935,-273.0,-1.0,0.015,1681843622.27
2936,-332.0,-1.0,0.015,1681843622.35
2937,,,,
2938,-315.0,-1.0,0.015,1681843622.49
2939,-298.0,-1.0,0.014,1681843622.57
2940,-307.0,-1.0,0.015,1681843622.65
2941,-282.0,-1.0,0.015,1681843622.73
2942,-290.0,-1.0,0.015,1681843622.81
2943,-298.0,-1.0,0.015,1681843622.89
2944,-315.0,-1.0,0.015,1681843622.97
2945,-349.0,-1.0,0.015,1681843623.05
2946,-290.0,-1.0,0.015,1681843623.13
2947,-282.0,-1.0,0.015,1681843623.21
2948,-298.0,-1.0,0.015,1681843623.29
2949,-315.0,-1.0,0.015,1681843623.37
2950,-315.0,-1.0,0.015,1681843623.45
2951,-307.0,-1.0,0.015,1681843623.53
2952,-248.0,-1.0,0.015,1681843623.61
2953,-256.0,-1.0,0.015,1681843623.69
2954,-282.0,-1.0,0.015,1681843623.77
2955,-315.0,-1.0,0.015,1681843623.85
2956,-282.0,-1.0,0.015,1681843623.93
2957,-315.0,-1.0,0.015,1681843624.01
2958,-332.0,-1.0,0.015,1681843624.09
2959,-315.0,-1.0,0.015,1681843624.17
2960,-290.0,-1.0,0.015,1681843624.25
2961,-265.0,-1.0,0.015,1681843624.33
2962,-307.0,-1.0,0.015,1681843624.41
2963,-282.0,-1.0,0.015,1681843624.49
2964,-315.0,-1.0,0.015,1681843624.57
2965,-324.0,-1.0,0.015,1681843624.65
2966,-282.0,-1.0,0.015,1681843624.73
2967,-265.0,-1.0,0.015,1681843624.81
2968,-290.0,-1.0,0.015,1681843624.89
2969,-290.0,-1.0,0.014,1681843624.97
2970,-349.0,-1.0,0.015,1681843625.05
2971,-273.0,-1.0,0.015,1681843625.13
2972,-298.0,-1.0,0.015,1681843625.21
2973,-290.0,-1.0,0.015,1681843625.29
2974,-315.0,-1.0,0.015,1681843625.37
2975,-298.0,-1.0,0.015,1681843625.45
2976,,,,
2977,,,,
2978,,,,
2979,,,,
2980,1500.0,1500.0,0.015,1681843625.60
2981,-315.0,-1.0,0.014,1681843625.68
2982,-368.0,-82.0,0.015,1681843625.76
2983,-147.0,466.0,0.015,1681843625.84
2984,,,,
2985,-307.0,-1.0,0.015,1681843626.00
2986,-307.0,-1.0,0.015,1681843626.08
2987,-290.0,-1.0,0.015,1681843626.16
2988,-290.0,-1.0,0.014,1681843626.24
2989,-332.0,-1.0,0.015,1681843626.32
2990,-282.0,-1.0,0.014,1681843626.40
2991,-282.0,-1.0,0.015,1681843626.48
2992,-290.0,-1.0,0.015,1681843626.56
2993,-231.0,-1.0,0.014,1681843626.64
2994,-282.0,-1.0,0.015,1681843626.72
2995,,,,
2996,,,,
2997,,,,
2998,1500.0,1500.0,0.014,1681843626.86
2999,-315.0,-1.0,0.015,1681843626.94
3000,-354.0,-82.0,0.014,1681843627.02
3001,-256.0,-1.0,0.015,1681843627.10
3002,-332.0,-1.0,0.015,1681843627.18
3003,-324.0,-1.0,0.015,1681843627.26
3004,-315.0,-1.0,0.015,1681843627.34
3005,-282.0,-1.0,0.015,1681843627.42
3006,-324.0,-1.0,0.015,1681843627.50
3007,-340.0,-1.0,0.015,1681843627.58
3008,-282.0,-1.0,0.015,1681843627.66
3009,-315.0,-1.0,0.015,1681843627.74
3010,-290.0,-1.0,0.014,1681843627.82
3011,-298.0,-1.0,0.015,1681843627.90
3012,-315.0,-1.0,0.015,1681843627.98
3013,-290.0,-1.0,0.015,1681843628.06
3014,,,,
3015,,,,
3016,-282.0,-1.0,0.015,1681843628.25
3017,-290.0,-1.0,0.015,1681843628.33
3018,-298.0,-1.0,0.015,1681843628.41
3019,-282.0,-1.0,0.015,1681843628.49
3020,-315.0,-1.0,0.015,1681843628.57
3021,-290.0,-1.0,0.015,1681843628.65
3022,-290.0,-1.0,0.015,1681843628.73
3023,-273.0,-1.0,0.015,1681843628.81
3024,-290.0,-1.0,0.015,1681843628.89
3025,-315.0,-1.0,0.015,1681843628.97
3026,-315.0,-1.0,0.015,1681843629.05
3027,-298.0,-1.0,0.015,1681843629.13
3028,-290.0,-1.0,0.015,1681843629.21
3029,-273.0,-1.0,0.015,1681843629.29
3030,-307.0,-1.0,0.015,1681843629.37
3031,-324.0,-1.0,0.015,1681843629.45
3032,-273.0,-1.0,0.015,1681843629.53
3033,,,,
3034,-135.0,441.0,0.015,1681843629.63
3035,,,,
3036,-256.0,-1.0,0.015,1681843629.79
3037,-290.0,-1.0,0.015,1681843629.87
3038,-265.0,-1.0,0.015,1681843629.95
3039,-265.0,-1.0,0.015,1681843630.03
3040,-290.0,-1.0,0.015,1681843630.11
3041,-248.0,-1.0,0.015,1681843630.19
3042,-324.0,-1.0,0.015,1681843630.27
3043,-265.0,-1.0,0.015,1681843630.35
3044,-298.0,-1.0,0.015,1681843630.43
3045,-282.0,-1.0,0.015,1681843630.51
3046,-298.0,-1.0,0.015,1681843630.59
3047,-290.0,-1.0,0.015,1681843630.67
3048,-265.0,-1.0,0.015,1681843630.75
3049,-273.0,-1.0,0.015,1681843630.83
3050,-324.0,-1.0,0.015,1681843630.91
3051,-282.0,-1.0,0.015,1681843630.99
3052,-273.0,-1.0,0.016,1681843631.07
3053,-307.0,-1.0,0.016,1681843631.15
3054,-256.0,-1.0,0.015,1681843631.23
3055,-315.0,-1.0,0.015,1681843631.31
3056,-290.0,-1.0,0.015,1681843631.39
3057,-248.0,-1.0,0.015,1681843631.47
3058,-307.0,-1.0,0.015,1681843631.55
3059,-340.0,-1.0,0.015,1681843631.63
3060,-265.0,-1.0,0.014,1681843631.71
3061,-273.0,-1.0,0.015,1681843631.79
3062,-298.0,-1.0,0.015,1681843631.87
3063,-265.0,-1.0,0.015,1681843631.95
3064,-298.0,-1.0,0.015,1681843632.03
3065,-265.0,-1.0,0.015,1681843632.11
3066,-298.0,-1.0,0.015,1681843632.19
3067,-315.0,-1.0,0.015,1681843632.27
3068,-298.0,-1.0,0.015,1681843632.35
3069,-332.0,-1.0,0.015,1681843632.43
3070,-290.0,-1.0,0.015,1681843632.51
3071,,,,
3072,-315.0,-1.0,0.015,1681843632.65
3073,-248.0,-1.0,0.015,1681843632.73
3074,-290.0,-1.0,0.015,1681843632.81
3075,-290.0,-1.0,0.015,1681843632.89
3076,-340.0,-1.0,0.015,1681843632.97
3077,-231.0,-1.0,0.015,1681843633.05
3078,-340.0,-1.0,0.015,1681843633.13
3079,-365.0,-1.0,0.015,1681843633.21
3080,-324.0,-1.0,0.015,1681843633.29
3081,-248.0,-1.0,0.015,1681843633.37
3082,-290.0,-1.0,0.015,1681843633.45
3083,-290.0,-1.0,0.015,1681843633.53
3084,-265.0,-1.0,0.015,1681843633.61
3085,-290.0,-1.0,0.015,1681843633.69
3086,-298.0,-1.0,0.015,1681843633.77
3087,-223.0,-1.0,0.015,1681843633.85
3088,-365.0,-1.0,0.015,1681843633.93
3089,-307.0,-1.0,0.015,1681843634.01
3090,,,,
3091,-282.0,-1.0,0.015,1681843634.17
3092,-315.0,-1.0,0.015,1681843634.25
3093,-307.0,-1.0,0.015,1681843634.33
3094,-307.0,-1.0,0.015,1681843634.41
3095,-273.0,-1.0,0.015,1681843634.49
3096,-248.0,-1.0,0.015,1681843634.57
3097,-265.0,-1.0,0.015,1681843634.65
3098,-315.0,-1.0,0.015,1681843634.73
3099,-298.0,-1.0,0.015,1681843634.81
3100,-307.0,-1.0,0.015,1681843634.89
3101,-298.0,-1.0,0.016,1681843634.97
3102,-324.0,-1.0,0.015,1681843635.05
3103,-332.0,-1.0,0.016,1681843635.13
3104,-307.0,-1.0,0.015,1681843635.21
3105,-315.0,-1.0,0.015,1681843635.29
3106,-340.0,-1.0,0.016,1681843635.37
3107,-340.0,-1.0,0.016,1681843635.45
3108,-332.0,-1.0,0.015,1681843635.53
3109,-307.0,-1.0,0.016,1681843635.61
3110,-332.0,-1.0,0.016,1681843635.69
3111,-324.0,-1.0,0.015,1681843635.77
3112,-307.0,-1.0,0.015,1681843635.85
3113,-298.0,-1.0,0.016,1681843635.93
3114,-324.0,-1.0,0.015,1681843636.01
3115,-332.0,-1.0,0.016,1681843636.09
3116,-307.0,-1.0,0.016,1681843636.17
3117,-307.0,-1.0,0.015,1681843636.25
3118,-298.0,-1.0,0.016,1681843636.33
3119,-298.0,-1.0,0.016,1681843636.41
3120,-282.0,-1.0,0.015,1681843636.49
3121,-315.0,-1.0,0.015,1681843636.57
3122,-290.0,-1.0,0.016,1681843636.65
3123,-307.0,-1.0,0.015,1681843636.73
3124,-290.0,-1.0,0.015,1681843636.81
3125,-315.0,-1.0,0.015,1681843636.89
3126,-265.0,-1.0,0.015,1681843636.97
3127,-332.0,-1.0,0.015,1681843637.05
3128,-324.0,-1.0,0.015,1681843637.13
3129,,,,
3130,,,,
3131,188.0,104.0,0.0,1681843637.19
3132,122.0,-192.0,0.015,1681843637.26
3133,,,,
3134,1500.0,1500.0,0.014,1681843637.42
3135,-315.0,-1.0,0.015,1681843637.50
3136,-307.0,-1.0,0.015,1681843637.58
3137,-298.0,-1.0,0.015,1681843637.66
3138,-273.0,-1.0,0.015,1681843637.74
3139,-307.0,-1.0,0.014,1681843637.82
3140,-298.0,-1.0,0.014,1681843637.90
3141,-290.0,-1.0,0.015,1681843637.98
3142,-332.0,-1.0,0.015,1681843638.06
3143,-307.0,-1.0,0.014,1681843638.14
3144,-307.0,-1.0,0.014,1681843638.22
3145,-349.0,-1.0,0.015,1681843638.30
3146,-256.0,-1.0,0.014,1681843638.38
3147,-282.0,-1.0,0.015,1681843638.46
3148,,,,
3149,1500.0,1500.0,0.015,1681843638.56
3150,-298.0,-1.0,0.015,1681843638.64
3151,-290.0,-1.0,0.015,1681843638.72
3152,-324.0,-1.0,0.015,1681843638.80
3153,-324.0,-1.0,0.014,1681843638.88
3154,-248.0,-1.0,0.015,1681843638.96
3155,-324.0,-1.0,0.015,1681843639.04
3156,-315.0,-1.0,0.014,1681843639.12
3157,-282.0,-1.0,0.015,1681843639.20
3158,-315.0,-1.0,0.015,1681843639.28
3159,-273.0,-1.0,0.014,1681843639.36
3160,-332.0,-1.0,0.015,1681843639.44
3161,-307.0,-1.0,0.015,1681843639.52
3162,-340.0,-1.0,0.014,1681843639.60
3163,-340.0,-1.0,0.015,1681843639.68
3164,-307.0,-1.0,0.015,1681843639.76
3165,-307.0,-1.0,0.014,1681843639.84
3166,-282.0,-1.0,0.015,1681843639.92
3167,,,,
3168,,,,
3169,1500.0,1500.0,0.014,1681843640.06
3170,-265.0,-1.0,0.015,1681843640.14
3171,-298.0,-1.0,0.014,1681843640.22
3172,-307.0,-1.0,0.014,1681843640.30
3173,-256.0,-1.0,0.015,1681843640.38
3174,-349.0,-1.0,0.015,1681843640.46
3175,-349.0,-1.0,0.014,1681843640.54
3176,-324.0,-1.0,0.014,1681843640.62
