,roll,pitch,yaw,throttle,elapsed,timestamp
2472,1500,1500,1500,885,0.016,1681843587.04
2473,1500,1500,1500,885,0.016,1681843587.12
2474,1500,1500,1500,885,0.015,1681843587.20
2475,1500,1500,1500,885,0.015,1681843587.28
2476,1500,1500,1500,885,0.015,1681843587.36
2477,1500,1500,1500,885,0.014,1681843587.44
2478,,,,,,
2479,,,,,,
2480,,,,,,
2481,,,,,,
2482,1500,1500,1500,885,0.015,1681843587.71
2483,1500,1500,1500,885,0.015,1681843587.79
2484,1500,1500,1500,885,0.015,1681843587.87
2485,1500,1500,1500,885,0.016,1681843587.95
2486,1500,1500,1500,885,0.015,1681843588.03
2487,1500,1500,1500,885,0.015,1681843588.11
2488,1500,1500,1500,885,0.015,1681843588.19
2489,1500,1500,1500,885,0.015,1681843588.27
2490,1500,1500,1500,885,0.015,1681843588.35
2491,1500,1500,1500,885,0.015,1681843588.43
2492,1500,1500,1500,885,0.016,1681843588.51
2493,1500,1500,1500,885,0.016,1681843588.59
2494,1500,1500,1500,885,0.016,1681843588.67
2495,1500,1500,1500,885,0.016,1681843588.75
2496,1500,1500,1500,885,0.015,1681843588.83
2497,,,,,,
2498,1500,1500,1500,885,0.016,1681843588.97
2499,1500,1500,1500,885,0.016,1681843589.05
2500,1500,1500,1500,885,0.016,1681843589.13
2501,1500,1500,1500,885,0.016,1681843589.21
2502,1500,1500,1500,885,0.016,1681843589.29
2503,1500,1500,1500,885,0.016,1681843589.37
2504,1500,1500,1500,885,0.016,1681843589.45
2505,1500,1500,1500,885,0.016,1681843589.53
2506,1500,1500,1500,885,0.016,1681843589.61
2507,1500,1500,1500,885,0.016,1681843589.69
2508,1500,1500,1500,885,0.016,1681843589.77
2509,1500,1500,1500,885,0.015,1681843589.85
2510,1500,1500,1500,885,0.016,1681843589.93
2511,1500,1500,1500,885,0.016,1681843590.01
2512,1500,1500,1500,885,0.016,1681843590.09
2513,1500,1500,1500,885,0.015,1681843590.17
2514,1500,1500,1500,885,0.015,1681843590.25
2515,1500,1500,1500,885,0.015,1681843590.33
2516,,,,,,
2517,1500,1500,1500,885,0.015,1681843590.48
2518,1500,1500,1500,885,0.016,1681843590.56
2519,1500,1500,1500,885,0.015,1681843590.64
2520,1500,1500,1500,885,0.015,1681843590.72
2521,1500,1500,1500,885,0.015,1681843590.80
2522,1500,1500,1500,885,0.016,1681843590.88
2523,1500,1500,1500,885,0.016,1681843590.96
2524,1500,1500,1500,885,0.016,1681843591.04
2525,1500,1500,1500,885,0.016,1681843591.12
2526,1500,1500,1500,885,0.016,1681843591.20
2527,1500,1500,1500,885,0.016,1681843591.28
2528,1500,1500,1500,885,0.016,1681843591.36
2529,1500,1500,1500,885,0.016,1681843591.44
2530,1500,1500,1500,885,0.016,1681843591.52
2531,1500,1500,1500,885,0.016,1681843591.60
2532,1500,1500,1500,885,0.016,1681843591.68
2533,1500,1500,1500,885,0.016,1681843591.76
2534,1500,1500,1500,885,0.014,1681843591.84
2535,,,,,,
2536,-17,-83,484,7,0.015,1681843591.93
2537,,,,,,
2538,1500,1500,1500,885,0.015,1681843592.09
2539,1500,1500,1500,885,0.015,1681843592.17
2540,1500,1500,1500,885,0.015,1681843592.25
2541,1500,1500,1500,885,0.015,1681843592.33
2542,1500,1500,1500,885,0.016,1681843592.41
2543,1500,1500,1500,885,0.016,1681843592.49
2544,1500,1500,1500,885,0.016,1681843592.57
2545,1500,1500,1500,885,0.016,1681843592.65
2546,1500,1500,1500,885,0.016,1681843592.73
2547,1500,1500,1500,885,0.016,1681843592.81
2548,1500,1500,1500,885,0.016,1681843592.89
2549,1500,1500,1500,885,0.016,1681843592.97
2550,1500,1500,1500,885,0.016,1681843593.05
2551,1500,1500,1500,885,0.016,1681843593.13
2552,1500,1500,1500,885,0.016,1681843593.21
2553,1500,1500,1500,885,0.016,1681843593.29
2554,,,,,,
2555,,,,,,
2556,1500,1500,1500,885,0.016,1681843593.50
2557,1500,1500,1500,885,0.016,1681843593.58
2558,1500,1500,1500,885,0.015,1681843593.66
2559,1500,1500,1500,885,0.015,1681843593.74
2560,1500,1500,1500,885,0.015,1681843593.82
2561,1500,1500,1500,885,0.015,1681843593.90
2562,1500,1500,1500,885,0.016,1681843593.98
2563,1500,1500,1500,885,0.016,1681843594.06
2564,1500,1500,1500,885,0.016,1681843594.14
2565,1500,1500,1500,885,0.016,1681843594.22
2566,1500,1500,1500,885,0.016,1681843594.30
2567,1500,1500,1500,885,0.016,1681843594.38
2568,1500,1500,1500,885,0.016,1681843594.46
2569,1500,1500,1500,885,0.016,1681843594.54
2570,1500,1500,1500,885,0.015,1681843594.62
2571,1500,1500,1500,885,0.015,1681843594.70
2572,1500,1500,1500,885,0.015,1681843594.78
2573,,,,,,
2574,,,,,,
2575,,,,,,
2576,-235,-68,435,-821,0.001,1681843594.89
2577,,,,,,
2578,,,,,,
2579,1500,1500,1500,885,0.015,1681843595.12
2580,,,,,,
2581,1500,1500,1500,885,0.015,1681843595.28
2582,1500,1500,1500,885,0.016,1681843595.36
2583,1500,1500,1500,885,0.015,1681843595.44
2584,1500,1500,1500,885,0.016,1681843595.52
2585,1500,1500,1500,885,0.015,1681843595.60
2586,1500,1500,1500,885,0.016,1681843595.68
2587,1500,1500,1500,885,0.016,1681843595.76
2588,1500,1500,1500,885,0.016,1681843595.84
2589,1500,1500,1500,885,0.016,1681843595.92
2590,1500,1500,1500,885,0.015,1681843596.00
2591,1500,1500,1500,885,0.015,1681843596.08
2592,,,,,,
2593,,,,,,
2594,,,,,,
2595,1500,1500,1500,885,0.015,1681843596.27
2596,,,,,,
2597,1500,1500,1500,885,0.016,1681843596.43
2598,1500,1500,1500,885,0.016,1681843596.51
2599,1500,1500,1500,885,0.016,1681843596.59
2600,1500,1500,1500,885,0.016,1681843596.67
2601,1500,1500,1500,885,0.016,1681843596.75
2602,1500,1500,1500,885,0.016,1681843596.83
2603,1500,1500,1500,885,0.016,1681843596.91
2604,1500,1500,1500,885,0.015,1681843596.99
2605,1500,1500,1500,885,0.015,1681843597.07
2606,1500,1500,1500,885,0.015,1681843597.15
2607,1500,1500,1500,885,0.015,1681843597.23
2608,1500,1500,1500,885,0.016,1681843597.31
2609,1500,1500,1500,885,0.016,1681843597.39
2610,1500,1500,1500,885,0.016,1681843597.47
2611,1500,1500,1500,885,0.016,1681843597.55
2612,1500,1500,1500,885,0.016,1681843597.63
2613,1500,1500,1500,885,0.016,1681843597.71
2614,1500,1500,1500,885,0.016,1681843597.79
2615,1500,1500,1500,885,0.016,1681843597.87
2616,1500,1500,1500,885,0.016,1681843597.95
2617,1500,1500,1500,885,0.016,1681843598.03
2618,1500,1500,1500,885,0.016,1681843598.11
2619,1500,1500,1500,885,0.016,1681843598.19
2620,1500,1500,1500,885,0.016,1681843598.27
2621,1500,1500,1500,885,0.016,1681843598.35
2622,1500,1500,1500,885,0.016,1681843598.43
2623,1500,1500,1500,885,0.016,1681843598.51
2624,1500,1500,1500,885,0.016,1681843598.59
2625,1500,1500,1500,885,0.016,1681843598.67
2626,1500,1500,1500,885,0.015,1681843598.75
2627,1500,1500,1500,885,0.016,1681843598.83
2628,1500,1500,1500,885,0.016,1681843598.91
2629,1500,1500,1500,885,0.016,1681843598.99
2630,1500,1500,1500,885,0.016,1681843599.07
2631,1500,1500,1500,885,0.015,1681843599.15
2632,1500,1500,1500,885,0.016,1681843599.23
2633,1500,1500,1500,885,0.016,1681843599.31
2634,1500,1500,1500,885,0.016,1681843599.39
2635,1500,1500,1500,885,0.015,1681843599.47
2636,1500,1500,1500,885,0.016,1681843599.55
2637,1500,1500,1500,885,0.016,1681843599.63
2638,1500,1500,1500,885,0.016,1681843599.71
2639,1500,1500,1500,885,0.016,1681843599.79
2640,1500,1500,1500,885,0.016,1681843599.87
2641,1500,1500,1500,885,0.016,1681843599.95
2642,1500,1500,1500,885,0.016,1681843600.03
2643,1500,1500,1500,885,0.016,1681843600.11
2644,1500,1500,1500,885,0.015,1681843600.19
2645,1500,1500,1500,885,0.016,1681843600.27
2646,1500,1500,1500,885,0.016,1681843600.35
2647,1500,1500,1500,885,0.016,1681843600.43
2648,1500,1500,1500,885,0.015,1681843600.51
2649,1500,1500,1500,885,0.016,1681843600.59
2650,,,,,,
2651,1500,1500,1500,885,0.016,1681843600.73
2652,1500,1500,1500,885,0.015,1681843600.81
2653,1500,1500,1500,885,0.016,1681843600.89
2654,1500,1500,1500,885,0.016,1681843600.97
2655,1500,1500,1500,885,0.016,1681843601.05
2656,1500,1500,1500,885,0.015,1681843601.13
2657,1500,1500,1500,885,0.016,1681843601.21
2658,1500,1500,1500,885,0.016,1681843601.29
2659,1500,1500,1500,885,0.015,1681843601.37
2660,1500,1500,1500,885,0.015,1681843601.45
2661,1500,1500,1500,885,0.016,1681843601.53
2662,1500,1500,1500,885,0.016,1681843601.61
2663,1500,1500,1500,885,0.016,1681843601.69
2664,1500,1500,1500,885,0.016,1681843601.77
2665,1500,1500,1500,885,0.016,1681843601.85
2666,1500,1500,1500,885,0.016,1681843601.93
2667,1500,1500,1500,885,0.016,1681843602.01
2668,1500,1500,1500,885,0.016,1681843602.09
2669,1500,1500,1500,885,0.015,1681843602.17
2670,1500,1500,1500,885,0.016,1681843602.25
2671,1500,1500,1500,885,0.016,1681843602.33
2672,1500,1500,1500,885,0.016,1681843602.41
2673,1500,1500,1500,885,0.016,1681843602.49
2674,1500,1500,1500,885,0.015,1681843602.57
2675,1500,1500,1500,885,0.015,1681843602.65
2676,1500,1500,1500,885,0.015,1681843602.73
2677,1500,1500,1500,885,0.015,1681843602.81
2678,1500,1500,1500,885,0.016,1681843602.89
2679,1500,1500,1500,885,0.016,1681843602.97
2680,1500,1500,1500,885,0.016,1681843603.05
2681,1500,1500,1500,885,0.016,1681843603.13
2682,1500,1500,1500,885,0.016,1681843603.21
2683,1500,1500,1500,885,0.016,1681843603.29
2684,1500,1500,1500,885,0.016,1681843603.37
2685,1500,1500,1500,885,0.016,1681843603.45
2686,1500,1500,1500,885,0.016,1681843603.53
2687,1500,1500,1500,885,0.016,1681843603.61
2688,,,,,,
2689,58,116,514,151,0.012,1681843603.71
2690,,,,,,
2691,1500,1500,1500,885,0.016,1681843603.87
2692,1500,1500,1500,885,0.016,1681843603.95
2693,1500,1500,1500,885,0.016,1681843604.03
2694,1500,1500,1500,885,0.016,1681843604.11
2695,1500,1500,1500,885,0.016,1681843604.19
2696,1500,1500,1500,885,0.016,1681843604.27
2697,1500,1500,1500,885,0.016,1681843604.35
2698,1500,1500,1500,885,0.016,1681843604.43
2699,1500,1500,1500,885,0.016,1681843604.51
2700,1500,1500,1500,885,0.016,1681843604.59
2701,1500,1500,1500,885,0.016,1681843604.67
2702,1500,1500,1500,885,0.016,1681843604.75
2703,1500,1500,1500,885,0.016,1681843604.83
2704,1500,1500,1500,885,0.016,1681843604.91
2705,1500,1500,1500,885,0.016,1681843604.99
2706,1500,1500,1500,885,0.016,1681843605.07
2707,,,,,,
2708,,,,,,
2709,,,,,,
2710,,,,,,
2711,,,,,,
2712,1500,1500,1500,885,0.016,1681843605.31
2713,,,,,,
2714,-34,41,485,-17,0.016,1681843605.47
2715,,,,,,
2716,1500,1500,1500,885,0.016,1681843605.63
2717,1500,1500,1500,885,0.016,1681843605.71
2718,1500,1500,1500,885,0.015,1681843605.79
2719,1500,1500,1500,885,0.016,1681843605.87
2720,1500,1500,1500,885,0.016,1681843605.95
2721,1500,1500,1500,885,0.016,1681843606.03
2722,1500,1500,1500,885,0.016,1681843606.11
2723,1500,1500,1500,885,0.016,1681843606.19
2724,1500,1500,1500,885,0.016,1681843606.27
2725,1500,1500,1500,885,0.016,1681843606.35
2726,,,,,,
2727,,,,,,
2728,-50,10,491,-97,0.001,1681843606.45
2729,,,,,,
2730,-51,-2,497,-95,0.016,1681843606.61
2731,,,,,,
2732,1500,1500,1500,885,0.016,1681843606.77
2733,1500,1500,1500,885,0.016,1681843606.85
2734,1500,1500,1500,885,0.016,1681843606.93
2735,1500,1500,1500,885,0.016,1681843607.01
2736,1500,1500,1500,885,0.016,1681843607.09
2737,1500,1500,1500,885,0.016,1681843607.17
2738,1500,1500,1500,885,0.016,1681843607.25
2739,1500,1500,1500,885,0.016,1681843607.33
2740,1500,1500,1500,885,0.016,1681843607.41
2741,1500,1500,1500,885,0.015,1681843607.49
2742,1500,1500,1500,885,0.015,1681843607.57
2743,1500,1500,1500,885,0.015,1681843607.65
2744,1500,1500,1500,885,0.015,1681843607.73
2745,,,,,,
2746,1500,1500,1500,885,0.016,1681843607.87
2747,1500,1500,1500,885,0.016,1681843607.95
2748,1500,1500,1500,885,0.016,1681843608.03
2749,1500,1500,1500,885,0.016,1681843608.11
2750,1500,1500,1500,885,0.016,1681843608.19
2751,1500,1500,1500,885,0.016,1681843608.27
2752,1500,1500,1500,885,0.016,1681843608.35
2753,1500,1500,1500,885,0.016,1681843608.43
2754,1500,1500,1500,885,0.016,1681843608.51
2755,1500,1500,1500,885,0.016,1681843608.59
2756,1500,1500,1500,885,0.016,1681843608.67
2757,1500,1500,1500,885,0.016,1681843608.75
2758,1500,1500,1500,885,0.016,1681843608.83
2759,1500,1500,1500,885,0.016,1681843608.91
2760,1500,1500,1500,885,0.016,1681843608.99
2761,1500,1500,1500,885,0.016,1681843609.07
2762,1500,1500,1500,885,0.016,1681843609.15
2763,1500,1500,1500,885,0.016,1681843609.23
2764,1500,1500,1500,885,0.016,1681843609.31
2765,,,,,,
2766,,,,,,
2767,1500,1500,1500,885,0.016,1681843609.49
2768,1500,1500,1500,885,0.016,1681843609.57
2769,1500,1500,1500,885,0.016,1681843609.65
2770,1500,1500,1500,885,0.016,1681843609.73
2771,1500,1500,1500,885,0.016,1681843609.81
2772,1500,1500,1500,885,0.016,1681843609.89
2773,1500,1500,1500,885,0.016,1681843609.97
2774,1500,1500,1500,885,0.016,1681843610.05
2775,1500,1500,1500,885,0.016,1681843610.13
2776,1500,1500,1500,885,0.016,1681843610.21
2777,1500,1500,1500,885,0.016,1681843610.29
2778,1500,1500,1500,885,0.016,1681843610.37
2779,1500,1500,1500,885,0.016,1681843610.45
2780,1500,1500,1500,885,0.016,1681843610.53
2781,1500,1500,1500,885,0.016,1681843610.61
2782,1500,1500,1500,885,0.016,1681843610.69
2783,1500,1500,1500,885,0.016,1681843610.77
2784,,,,,,
2785,1500,1500,1500,885,0.016,1681843610.89
2786,1500,1500,1500,885,0.016,1681843610.97
2787,1500,1500,1500,885,0.016,1681843611.05
2788,1500,1500,1500,885,0.016,1681843611.13
2789,1500,1500,1500,885,0.016,1681843611.21
2790,1500,1500,1500,885,0.016,1681843611.29
2791,1500,1500,1500,885,0.016,1681843611.37
2792,1500,1500,1500,885,0.016,1681843611.45
2793,1500,1500,1500,885,0.016,1681843611.53
2794,1500,1500,1500,885,0.016,1681843611.61
2795,1500,1500,1500,885,0.016,1681843611.69
2796,1500,1500,1500,885,0.016,1681843611.77
2797,1500,1500,1500,885,0.016,1681843611.85
2798,1500,1500,1500,885,0.016,1681843611.93
2799,1500,1500,1500,885,0.016,1681843612.01
2800,1500,1500,1500,885,0.016,1681843612.09
2801,1500,1500,1500,885,0.016,1681843612.17
2802,1500,1500,1500,885,0.016,1681843612.25
2803,,,,,,
2804,1500,1500,1500,885,0.016,1681843612.40
2805,1500,1500,1500,885,0.016,1681843612.48
2806,1500,1500,1500,885,0.016,1681843612.56
2807,1500,1500,1500,885,0.016,1681843612.64
2808,1500,1500,1500,885,0.016,1681843612.72
2809,1500,1500,1500,885,0.016,1681843612.80
2810,1500,1500,1500,885,0.016,1681843612.88
2811,1500,1500,1500,885,0.015,1681843612.96
2812,1500,1500,1500,885,0.015,1681843613.04
2813,1500,1500,1500,885,0.016,1681843613.12
2814,1500,1500,1500,885,0.016,1681843613.20
2815,1500,1500,1500,885,0.016,1681843613.28
2816,1500,1500,1500,885,0.016,1681843613.36
2817,1500,1500,1500,885,0.016,1681843613.44
2818,1500,1500,1500,885,0.016,1681843613.52
2819,1500,1500,1500,885,0.016,1681843613.60
2820,1500,1500,1500,885,0.015,1681843613.68
2821,1500,1500,1500,885,0.016,1681843613.76
2822,,,,,,
2823,-108,-411,204,-466,0.012,1681843613.85
2824,,,,,,
2825,1500,1500,1500,885,0.016,1681843614.01
2826,1500,1500,1500,885,0.015,1681843614.09
2827,1500,1500,1500,885,0.015,1681843614.17
2828,1500,1500,1500,885,0.015,1681843614.25
2829,1500,1500,1500,885,0.015,1681843614.33
2830,1500,1500,1500,885,0.015,1681843614.41
2831,1500,1500,1500,885,0.015,1681843614.49
2832,1500,1500,1500,885,0.015,1681843614.57
2833,1500,1500,1500,885,0.015,1681843614.65
2834,1500,1500,1500,885,0.015,1681843614.73
2835,1500,1500,1500,885,0.015,1681843614.81
2836,1500,1500,1500,885,0.015,1681843614.89
2837,1500,1500,1500,885,0.015,1681843614.97
2838,1500,1500,1500,885,0.015,1681843615.05
2839,1500,1500,1500,885,0.015,1681843615.13
2840,1500,1500,1500,885,0.015,1681843615.21
2841,,,,,,
2842,,,,,,
2843,,,,,,
2844,,,,,,
2845,,,,,,
2846,1500,1500,1500,885,0.016,1681843615.45
2847,,,,,,
2848,27,-465,78,177,0.016,1681843615.61
2849,,,,,,
2850,1500,1500,1500,885,0.015,1681843615.77
2851,1500,1500,1500,885,0.015,1681843615.85
2852,1500,1500,1500,885,0.016,1681843615.93
2853,1500,1500,1500,885,0.016,1681843616.01
2854,1500,1500,1500,885,0.016,1681843616.09
2855,1500,1500,1500,885,0.016,1681843616.17
2856,1500,1500,1500,885,0.016,1681843616.25
2857,1500,1500,1500,885,0.016,1681843616.33
2858,1500,1500,1500,885,0.016,1681843616.41
2859,1500,1500,1500,885,0.016,1681843616.49
2860,,,,,,
2861,,,,,,
2862,,,,,,
2863,,,,,,
2864,1500,1500,1500,885,0.016,1681843616.73
2865,,,,,,
2866,1500,1500,1500,885,0.015,1681843616.89
2867,1500,1500,1500,885,0.015,1681843616.97
2868,1500,1500,1500,885,0.015,1681843617.05
2869,1500,1500,1500,885,0.015,1681843617.13
2870,1500,1500,1500,885,0.015,1681843617.21
2871,1500,1500,1500,885,0.015,1681843617.29
2872,1500,1500,1500,885,0.015,1681843617.37
2873,1500,1500,1500,885,0.015,1681843617.45
2874,1500,1500,1500,885,0.015,1681843617.53
2875,1500,1500,1500,885,0.015,1681843617.61
2876,1500,1500,1500,885,0.015,1681843617.69
2877,1500,1500,1500,885,0.016,1681843617.77
2878,1500,1500,1500,885,0.015,1681843617.85
2879,,,,,,
2880,,,,,,
2881,1500,1500,1500,885,0.016,1681843618.06
2882,1500,1500,1500,885,0.015,1681843618.14
2883,1500,1500,1500,885,0.015,1681843618.22
2884,1500,1500,1500,885,0.015,1681843618.30
2885,1500,1500,1500,885,0.016,1681843618.38
2886,1500,1500,1500,885,0.016,1681843618.46
2887,1500,1500,1500,885,0.015,1681843618.54
2888,1500,1500,1500,885,0.015,1681843618.62
2889,1500,1500,1500,885,0.015,1681843618.70
2890,1500,1500,1500,885,0.015,1681843618.78
2891,1500,1500,1500,885,0.016,1681843618.86
2892,1500,1500,1500,885,0.015,1681843618.94
2893,1500,1500,1500,885,0.015,1681843619.02
2894,1500,1500,1500,885,0.016,1681843619.10
2895,1500,1500,1500,885,0.015,1681843619.18
2896,1500,1500,1500,885,0.015,1681843619.26
2897,1500,1500,1500,885,0.015,1681843619.34
2898,1500,1500,1500,885,0.015,1681843619.42
2899,,,,,,
2900,,,,,,
2901,1500,1500,1500,885,0.015,1681843619.61
2902,1500,1500,1500,885,0.016,1681843619.69
2903,1500,1500,1500,885,0.015,1681843619.77
2904,1500,1500,1500,885,0.016,1681843619.85
2905,1500,1500,1500,885,0.016,1681843619.93
2906,1500,1500,1500,885,0.016,1681843620.01
2907,1500,1500,1500,885,0.016,1681843620.09
2908,1500,1500,1500,885,0.016,1681843620.17
2909,1500,1500,1500,885,0.016,1681843620.25
2910,1500,1500,1500,885,0.016,1681843620.33
2911,1500,1500,1500,885,0.016,1681843620.41
2912,1500,1500,1500,885,0.016,1681843620.49
2913,1500,1500,1500,885,0.016,1681843620.57
2914,1500,1500,1500,885,0.016,1681843620.65
2915,1500,1500,1500,885,0.016,1681843620.73
2916,1500,1500,1500,885,0.016,1681843620.81
2917,1500,1500,1500,885,0.016,1681843620.89
2918,,,,,,
2919,1500,1500,1500,885,0.016,1681843621.02
2920,1500,1500,1500,885,0.016,1681843621.10
2921,1500,1500,1500,885,0.016,1681843621.18
2922,1500,1500,1500,885,0.016,1681843621.26
2923,1500,1500,1500,885,0.015,1681843621.34
2924,1500,1500,1500,885,0.015,1681843621.42
2925,1500,1500,1500,885,0.015,1681843621.50
2926,1500,1500,1500,885,0.015,1681843621.58
2927,1500,1500,1500,885,0.015,1681843621.66
2928,1500,1500,1500,885,0.015,1681843621.74
2929,1500,1500,1500,885,0.014,1681843621.82
2930,1500,1500,1500,885,0.015,1681843621.90
2931,1500,1500,1500,885,0.015,1681843621.98
2932,1500,1500,1500,885,0.015,1681843622.06
2933,1500,1500,1500,885,0.015,1681843622.14
2934,1500,1500,1500,885,0.015,1681843622.22
2935,1500,1500,1500,885,0.015,1681843622.30
2936,1500,1500,1500,885,0.015,1681843622.38
2937,,,,,,
2938,1500,1500,1500,885,0.015,1681843622.53
2939,1500,1500,1500,885,0.015,1681843622.61
2940,1500,1500,1500,885,0.015,1681843622.69
2941,1500,1500,1500,885,0.015,1681843622.77
2942,1500,1500,1500,885,0.015,1681843622.85
2943,1500,1500,1500,885,0.015,1681843622.93
2944,1500,1500,1500,885,0.015,1681843623.01
2945,1500,1500,1500,885,0.015,1681843623.09
2946,1500,1500,1500,885,0.015,1681843623.17
2947,1500,1500,1500,885,0.015,1681843623.25
2948,1500,1500,1500,885,0.015,1681843623.33
2949,1500,1500,1500,885,0.015,1681843623.41
2950,1500,1500,1500,885,0.015,1681843623.49
2951,1500,1500,1500,885,0.015,1681843623.57
2952,1500,1500,1500,885,0.015,1681843623.65
2953,1500,1500,1500,885,0.015,1681843623.73
2954,1500,1500,1500,885,0.015,1681843623.81
2955,1500,1500,1500,885,0.015,1681843623.89
2956,1500,1500,1500,885,0.015,1681843623.97
2957,1500,1500,1500,885,0.015,1681843624.05
2958,1500,1500,1500,885,0.015,1681843624.13
2959,1500,1500,1500,885,0.015,1681843624.21
2960,1500,1500,1500,885,0.015,1681843624.29
2961,1500,1500,1500,885,0.015,1681843624.37
2962,1500,1500,1500,885,0.015,1681843624.45
2963,1500,1500,1500,885,0.015,1681843624.53
2964,1500,1500,1500,885,0.015,1681843624.61
2965,1500,1500,1500,885,0.015,1681843624.69
2966,1500,1500,1500,885,0.015,1681843624.77
2967,1500,1500,1500,885,0.015,1681843624.85
2968,1500,1500,1500,885,0.015,1681843624.93
2969,1500,1500,1500,885,0.015,1681843625.01
2970,1500,1500,1500,885,0.015,1681843625.09
2971,1500,1500,1500,885,0.015,1681843625.17
2972,1500,1500,1500,885,0.015,1681843625.25
2973,1500,1500,1500,885,0.015,1681843625.33
2974,1500,1500,1500,885,0.015,1681843625.41
2975,,,,,,
2976,,,,,,
2977,,,,,,
2978,,,,,,
2979,1500,1500,1500,885,0.015,1681843625.55
2980,,,,,,
2981,-354,-98,351,111,0.015,1681843625.71
2982,,,,,,
2983,,,,,,
2984,1500,1500,1500,885,0.015,1681843625.95
2985,1500,1500,1500,885,0.015,1681843626.03
2986,1500,1500,1500,885,0.015,1681843626.11
2987,1500,1500,1500,885,0.015,1681843626.19
2988,1500,1500,1500,885,0.015,1681843626.27
2989,1500,1500,1500,885,0.015,1681843626.35
2990,1500,1500,1500,885,0.015,1681843626.43
2991,1500,1500,1500,885,0.015,1681843626.51
2992,1500,1500,1500,885,0.015,1681843626.59
2993,1500,1500,1500,885,0.015,1681843626.67
2994,,,,,,
2995,,,,,,
2996,,,,,,
2997,1500,1500,1500,885,0.015,1681843626.81
2998,,,,,,
2999,-368,-74,332,59,0.015,1681843626.97
3000,,,,,,
3001,1500,1500,1500,885,0.015,1681843627.13
3002,1500,1500,1500,885,0.015,1681843627.21
3003,1500,1500,1500,885,0.015,1681843627.29
3004,1500,1500,1500,885,0.015,1681843627.37
3005,1500,1500,1500,885,0.015,1681843627.45
3006,1500,1500,1500,885,0.016,1681843627.53
3007,1500,1500,1500,885,0.016,1681843627.61
3008,1500,1500,1500,885,0.016,1681843627.69
3009,1500,1500,1500,885,0.016,1681843627.77
3010,1500,1500,1500,885,0.016,1681843627.85
3011,1500,1500,1500,885,0.016,1681843627.93
3012,1500,1500,1500,885,0.016,1681843628.01
3013,,,,,,
3014,,,,,,
3015,1500,1500,1500,885,0.015,1681843628.21
3016,1500,1500,1500,885,0.016,1681843628.29
3017,1500,1500,1500,885,0.016,1681843628.37
3018,1500,1500,1500,885,0.016,1681843628.45
3019,1500,1500,1500,885,0.016,1681843628.53
3020,1500,1500,1500,885,0.015,1681843628.61
3021,1500,1500,1500,885,0.016,1681843628.69
3022,1500,1500,1500,885,0.016,1681843628.77
3023,1500,1500,1500,885,0.016,1681843628.85
3024,1500,1500,1500,885,0.016,1681843628.93
3025,1500,1500,1500,885,0.016,1681843629.01
3026,1500,1500,1500,885,0.016,1681843629.09
3027,1500,1500,1500,885,0.016,1681843629.17
3028,1500,1500,1500,885,0.016,1681843629.25
3029,1500,1500,1500,885,0.016,1681843629.33
3030,1500,1500,1500,885,0.016,1681843629.41
3031,1500,1500,1500,885,0.016,1681843629.49
3032,1500,1500,1500,885,0.016,1681843629.57
3033,,,,,,
3034,,,,,,
3035,1500,1500,1500,885,0.016,1681843629.74
3036,1500,1500,1500,885,0.015,1681843629.82
3037,1500,1500,1500,885,0.016,1681843629.90
3038,1500,1500,1500,885,0.016,1681843629.98
3039,1500,1500,1500,885,0.016,1681843630.06
3040,1500,1500,1500,885,0.016,1681843630.14
3041,1500,1500,1500,885,0.015,1681843630.22
3042,1500,1500,1500,885,0.016,1681843630.30
3043,1500,1500,1500,885,0.016,1681843630.38
3044,1500,1500,1500,885,0.016,1681843630.46
3045,1500,1500,1500,885,0.016,1681843630.54
3046,1500,1500,1500,885,0.016,1681843630.62
3047,1500,1500,1500,885,0.016,1681843630.70
3048,1500,1500,1500,885,0.016,1681843630.78
3049,1500,1500,1500,885,0.016,1681843630.86
3050,1500,1500,1500,885,0.016,1681843630.94
3051,1500,1500,1500,885,0.016,1681843631.02
3052,1500,1500,1500,885,0.016,1681843631.10
3053,1500,1500,1500,885,0.016,1681843631.18
3054,1500,1500,1500,885,0.016,1681843631.26
3055,1500,1500,1500,885,0.016,1681843631.34
3056,1500,1500,1500,885,0.016,1681843631.42
3057,1500,1500,1500,885,0.016,1681843631.50
3058,1500,1500,1500,885,0.015,1681843631.58
3059,1500,1500,1500,885,0.015,1681843631.66
3060,1500,1500,1500,885,0.015,1681843631.74
3061,1500,1500,1500,885,0.015,1681843631.82
3062,1500,1500,1500,885,0.015,1681843631.90
3063,1500,1500,1500,885,0.015,1681843631.98
3064,1500,1500,1500,885,0.015,1681843632.06
3065,1500,1500,1500,885,0.016,1681843632.14
3066,1500,1500,1500,885,0.015,1681843632.22
3067,1500,1500,1500,885,0.016,1681843632.30
3068,1500,1500,1500,885,0.015,1681843632.38
3069,1500,1500,1500,885,0.016,1681843632.46
3070,1500,1500,1500,885,0.016,1681843632.54
3071,,,,,,
3072,1500,1500,1500,885,0.016,1681843632.69
3073,1500,1500,1500,885,0.016,1681843632.77
3074,1500,1500,1500,885,0.016,1681843632.85
3075,1500,1500,1500,885,0.016,1681843632.93
3076,1500,1500,1500,885,0.016,1681843633.01
3077,1500,1500,1500,885,0.016,1681843633.09
3078,1500,1500,1500,885,0.016,1681843633.17
3079,1500,1500,1500,885,0.016,1681843633.25
