,angx,angy,heading,elapsed,timestamp
1500,13.4,-10.2,254.0,0.016,1681843513.15
1501,11.1,-13.1,254.0,0.016,1681843513.23
1502,,,,,
1503,,,,,
1504,9.0,-13.2,254.0,0.015,1681843513.36
1505,,,,,
1506,10.0,-12.6,255.0,0.016,1681843513.52
1507,11.9,-13.7,257.0,0.016,1681843513.60
1508,9.7,-4.1,255.0,0.016,1681843513.68
1509,9.1,-1.2,252.0,0.016,1681843513.76
1510,9.3,3.1,251.0,0.016,1681843513.84
1511,9.6,3.7,249.0,0.016,1681843513.92
1512,10.6,7.3,248.0,0.016,1681843514.00
1513,11.2,9.6,247.0,0.016,1681843514.08
1514,9.6,12.5,246.0,0.016,1681843514.16
1515,8.9,15.0,244.0,0.016,1681843514.24
1516,7.1,15.8,244.0,0.016,1681843514.32
1517,5.5,18.5,244.0,0.016,1681843514.40
1518,9.8,22.4,251.0,0.016,1681843514.48
1519,14.1,21.9,256.0,0.016,1681843514.56
1520,10.3,23.6,259.0,0.016,1681843514.64
1521,,,,,
1522,-28.8,8.8,443.0,0.016,1681843514.73
1523,-0.9,24.3,265.0,0.015,1681843514.81
1524,-4.4,22.1,269.0,0.016,1681843514.89
1525,-8.0,19.4,271.0,0.016,1681843514.97
1526,-10.0,17.7,273.0,0.016,1681843515.05
1527,-11.8,14.0,276.0,0.016,1681843515.13
1528,-13.4,12.1,278.0,0.016,1681843515.21
1529,-15.4,9.8,278.0,0.016,1681843515.29
1530,-17.8,7.3,278.0,0.016,1681843515.37
1531,-19.6,4.9,280.0,0.016,1681843515.45
1532,-22.2,1.8,280.0,0.016,1681843515.53
1533,-24.3,-2.3,280.0,0.016,1681843515.61
1534,-25.0,-5.3,280.0,0.016,1681843515.69
1535,-27.7,-7.3,280.0,0.016,1681843515.77
1536,-32.9,-9.1,281.0,0.016,1681843515.85
1537,-34.0,-14.1,282.0,0.016,1681843515.93
1538,-36.8,-15.7,280.0,0.016,1681843516.01
1539,-39.4,-15.2,278.0,0.016,1681843516.09
1540,,,,,
1541,-43.3,-17.6,279.0,0.015,1681843516.22
1542,-47.5,-21.3,281.0,0.016,1681843516.30
1543,-52.9,-22.9,281.0,0.016,1681843516.38
1544,-55.8,-22.8,282.0,0.016,1681843516.46
1545,-58.5,-21.9,281.0,0.016,1681843516.54
1546,-61.2,-18.3,280.0,0.015,1681843516.62
1547,-63.9,-14.9,279.0,0.015,1681843516.70
1548,-65.8,-12.9,278.0,0.016,1681843516.78
1549,-67.8,-13.0,278.0,0.016,1681843516.86
1550,-70.2,-13.0,278.0,0.016,1681843516.94
1551,-71.6,-13.3,278.0,0.016,1681843517.02
1552,-73.5,-11.0,278.0,0.016,1681843517.10
1553,-73.2,-11.7,278.0,0.016,1681843517.18
1554,-73.5,-11.5,278.0,0.016,1681843517.26
1555,-73.1,-11.1,277.0,0.016,1681843517.34
1556,-72.3,-10.6,277.0,0.016,1681843517.42
1557,-71.6,-10.4,277.0,0.016,1681843517.50
1558,-71.5,-10.6,277.0,0.016,1681843517.58
1559,-33.2,-0.1,0.0,0.0,1681843517.65
1560,-70.3,-10.7,277.0,0.016,1681843517.73
1561,-69.4,-10.9,276.0,0.016,1681843517.81
1562,-66.5,-12.3,274.0,0.015,1681843517.89
1563,-65.3,-12.7,274.0,0.016,1681843517.97
1564,-64.9,-12.9,274.0,0.016,1681843518.05
1565,-61.7,-13.3,275.0,0.016,1681843518.13
1566,-54.5,-14.2,278.0,0.016,1681843518.21
1567,-50.1,-14.5,278.0,0.016,1681843518.29
1568,-46.7,-14.4,279.0,0.016,1681843518.37
1569,-43.9,-13.5,280.0,0.016,1681843518.45
1570,-40.5,-12.1,281.0,0.016,1681843518.53
1571,-36.9,-11.0,282.0,0.016,1681843518.61
1572,-34.1,-9.8,283.0,0.016,1681843518.69
1573,-31.2,-7.6,283.0,0.016,1681843518.77
1574,-28.4,-4.0,283.0,0.016,1681843518.85
1575,-25.0,2.5,284.0,0.016,1681843518.93
1576,-22.1,9.9,287.0,0.016,1681843519.01
1577,-19.0,11.9,286.0,0.016,1681843519.09
1578,,,,,
1579,150.0,150.0,1500.0,0.012,1681843519.18
1580,-37.4,-0.1,0.0,0.016,1681843519.26
1581,-5.9,15.6,278.0,0.016,1681843519.34
1582,-1.1,14.5,274.0,0.016,1681843519.42
1583,1.5,12.8,271.0,0.016,1681843519.50
1584,3.1,11.5,268.0,0.016,1681843519.58
1585,3.5,11.4,266.0,0.016,1681843519.66
1586,3.2,10.9,266.0,0.016,1681843519.74
1587,3.6,10.1,266.0,0.016,1681843519.82
1588,3.8,10.1,266.0,0.016,1681843519.90
1589,4.7,8.9,265.0,0.016,1681843519.98
1590,5.7,8.7,264.0,0.016,1681843520.06
1591,5.6,7.3,264.0,0.016,1681843520.14
1592,5.3,2.0,265.0,0.016,1681843520.22
1593,3.7,-6.6,265.0,0.016,1681843520.30
1594,7.1,-9.4,265.0,0.016,1681843520.38
1595,7.1,-9.5,266.0,0.016,1681843520.46
1596,8.2,-9.7,266.0,0.016,1681843520.54
1597,,,,,
1598,-35.7,-0.1,0.0,0.015,1681843520.67
1599,4.7,-10.2,268.0,0.016,1681843520.75
1600,4.2,-10.4,268.0,0.016,1681843520.83
1601,4.0,-10.8,268.0,0.016,1681843520.91
1602,3.6,-12.6,269.0,0.016,1681843520.99
1603,3.9,-12.4,269.0,0.015,1681843521.07
1604,3.4,-9.8,269.0,0.016,1681843521.15
1605,3.2,-10.8,269.0,0.016,1681843521.23
1606,4.6,-9.9,269.0,0.016,1681843521.31
1607,5.7,-9.0,269.0,0.016,1681843521.39
1608,5.3,-8.3,270.0,0.015,1681843521.47
1609,4.4,-7.6,272.0,0.016,1681843521.55
1610,4.2,-6.9,273.0,0.016,1681843521.63
1611,6.3,-5.7,275.0,0.016,1681843521.71
1612,11.0,-5.7,278.0,0.016,1681843521.79
1613,13.3,-6.1,280.0,0.015,1681843521.87
1614,14.8,-6.4,283.0,0.016,1681843521.95
1615,15.9,-6.4,285.0,0.016,1681843522.03
1616,17.2,-7.0,287.0,0.016,1681843522.11
1617,,,,,
1618,,,,,
1619,,,,,
1620,150.0,150.0,1500.0,0.016,1681843522.19
1621,-40.7,-0.1,0.0,0.015,1681843522.27
1622,12.2,18.1,461.0,0.016,1681843522.35
1623,21.3,-11.4,296.0,0.015,1681843522.43
1624,,,,,
1625,22.6,-12.7,298.0,0.016,1681843522.59
1626,21.8,-14.4,300.0,0.015,1681843522.67
1627,20.6,-13.4,301.0,0.016,1681843522.75
1628,19.9,-12.9,301.0,0.016,1681843522.83
1629,19.8,-12.8,301.0,0.016,1681843522.91
1630,20.7,-15.1,302.0,0.016,1681843522.99
1631,20.2,-13.7,302.0,0.015,1681843523.07
1632,19.9,-13.0,302.0,0.016,1681843523.15
1633,19.2,-12.0,301.0,0.016,1681843523.23
1634,18.7,-11.2,301.0,0.016,1681843523.31
1635,18.7,-10.8,301.0,0.016,1681843523.39
1636,,,,,
1637,13.1,16.8,466.0,0.0,1681843523.43
1638,-38.2,-0.1,0.0,0.016,1681843523.50
1639,10.2,17.1,441.0,0.016,1681843523.58
1640,18.8,-10.5,297.0,0.015,1681843523.66
1641,18.6,-10.7,295.0,0.016,1681843523.74
1642,18.0,-10.7,293.0,0.016,1681843523.82
1643,17.3,-10.8,291.0,0.016,1681843523.90
1644,16.2,-10.8,287.0,0.016,1681843523.98
1645,15.9,-10.9,284.0,0.016,1681843524.06
1646,16.0,-10.5,281.0,0.016,1681843524.14
1647,16.3,-7.7,278.0,0.016,1681843524.22
1648,15.7,-6.4,275.0,0.016,1681843524.30
1649,14.9,-6.3,272.0,0.016,1681843524.38
1650,14.7,-6.2,269.0,0.016,1681843524.46
1651,14.5,-5.9,266.0,0.016,1681843524.54
1652,14.1,-5.3,262.0,0.016,1681843524.62
1653,14.0,-4.5,260.0,0.016,1681843524.70
1654,13.6,-4.3,257.0,0.016,1681843524.78
1655,-42.4,-0.1,0.0,0.015,1681843524.85
1656,12.9,-4.8,254.0,0.016,1681843524.93
1657,11.7,-4.7,252.0,0.015,1681843525.01
1658,10.4,-4.7,250.0,0.016,1681843525.09
1659,11.0,-7.4,249.0,0.016,1681843525.17
1660,11.5,-9.0,247.0,0.016,1681843525.25
1661,11.5,-10.2,246.0,0.016,1681843525.33
1662,11.0,-11.1,245.0,0.015,1681843525.41
1663,10.6,-11.8,244.0,0.016,1681843525.49
1664,7.1,-11.4,243.0,0.016,1681843525.57
1665,5.7,-11.1,242.0,0.016,1681843525.65
1666,4.7,-11.0,240.0,0.016,1681843525.73
1667,3.7,-12.1,239.0,0.016,1681843525.81
1668,3.0,-12.8,238.0,0.016,1681843525.89
1669,2.5,-14.0,238.0,0.016,1681843525.97
1670,1.9,-15.6,237.0,0.016,1681843526.05
1671,0.7,-16.1,236.0,0.016,1681843526.13
1672,0.0,-15.4,235.0,0.016,1681843526.21
1673,0.1,-14.8,233.0,0.016,1681843526.29
1674,-37.4,-0.1,0.0,0.014,1681843526.35
1675,0.2,-12.3,230.0,0.016,1681843526.43
1676,0.2,-11.6,228.0,0.016,1681843526.51
1677,0.4,-10.1,227.0,0.016,1681843526.59
1678,0.0,-9.6,226.0,0.015,1681843526.67
1679,0.1,-8.8,226.0,0.016,1681843526.75
1680,0.7,-8.4,226.0,0.016,1681843526.83
1681,0.4,-7.8,226.0,0.016,1681843526.91
1682,0.8,-8.5,227.0,0.016,1681843526.99
1683,0.9,-8.8,228.0,0.015,1681843527.07
1684,0.0,-8.5,229.0,0.016,1681843527.15
1685,-0.9,-9.2,230.0,0.016,1681843527.23
1686,-0.1,-9.8,230.0,0.016,1681843527.31
1687,0.3,-10.0,232.0,0.016,1681843527.39
1688,0.9,-9.9,233.0,0.015,1681843527.47
1689,1.8,-9.5,234.0,0.016,1681843527.55
1690,2.6,-9.1,236.0,0.016,1681843527.63
1691,3.1,-8.3,238.0,0.016,1681843527.71
1692,2.9,-8.8,240.0,0.016,1681843527.79
1693,,,,,
1694,-34.0,-0.1,0.0,0.015,1681843527.92
1695,3.2,-8.0,246.0,0.016,1681843528.00
1696,2.8,-7.2,249.0,0.016,1681843528.08
1697,2.7,-6.9,251.0,0.016,1681843528.16
1698,2.9,-7.2,254.0,0.016,1681843528.24
1699,4.0,-7.0,256.0,0.016,1681843528.32
1700,4.9,-6.5,258.0,0.016,1681843528.40
1701,5.4,-6.3,260.0,0.016,1681843528.48
1702,5.4,-6.3,262.0,0.016,1681843528.56
1703,5.2,-6.3,264.0,0.016,1681843528.64
1704,5.3,-6.5,265.0,0.016,1681843528.72
1705,5.5,-6.5,266.0,0.016,1681843528.80
1706,6.0,-6.5,268.0,0.016,1681843528.88
1707,6.7,-7.2,270.0,0.016,1681843528.96
1708,8.0,-7.9,271.0,0.016,1681843529.04
1709,9.5,-8.0,273.0,0.016,1681843529.12
1710,10.1,-7.6,274.0,0.016,1681843529.20
1711,10.8,-8.0,275.0,0.016,1681843529.28
1712,-36.5,-0.1,0.0,0.0,1681843529.34
1713,11.4,-9.0,277.0,0.016,1681843529.42
1714,11.3,-8.9,278.0,0.016,1681843529.50
1715,10.9,-8.6,278.0,0.016,1681843529.58
1716,10.6,-8.2,278.0,0.016,1681843529.66
1717,10.6,-8.2,279.0,0.016,1681843529.74
1718,10.5,-8.1,279.0,0.016,1681843529.82
1719,10.5,-8.0,279.0,0.016,1681843529.90
1720,10.5,-8.1,279.0,0.016,1681843529.98
1721,10.4,-7.9,279.0,0.016,1681843530.06
1722,10.1,-7.6,280.0,0.016,1681843530.14
1723,9.9,-7.3,280.0,0.016,1681843530.22
1724,9.5,-7.2,280.0,0.016,1681843530.30
1725,8.4,-7.0,280.0,0.016,1681843530.38
1726,5.4,-6.1,280.0,0.016,1681843530.46
1727,1.9,-3.5,281.0,0.016,1681843530.54
1728,0.8,-1.4,283.0,0.016,1681843530.62
1729,-0.6,-2.1,284.0,0.016,1681843530.70
1730,-1.5,-2.3,285.0,0.016,1681843530.78
1731,,,,,
1732,150.0,150.0,1500.0,0.0,1681843530.88
1733,,,,,
1734,-1.1,-1.4,285.0,0.016,1681843531.04
1735,-1.4,-1.3,285.0,0.016,1681843531.12
1736,-1.6,-1.4,286.0,0.016,1681843531.20
1737,-1.2,-1.6,286.0,0.016,1681843531.28
1738,-0.9,-1.6,286.0,0.016,1681843531.36
1739,-0.9,-1.4,286.0,0.016,1681843531.44
1740,-1.0,-1.4,286.0,0.016,1681843531.52
1741,-0.7,-1.2,286.0,0.016,1681843531.60
1742,-0.8,-1.1,286.0,0.016,1681843531.68
1743,-0.7,-1.0,286.0,0.016,1681843531.76
1744,-0.7,-1.1,286.0,0.016,1681843531.84
1745,-0.6,-1.2,286.0,0.016,1681843531.92
1746,-0.5,-1.1,287.0,0.016,1681843532.00
1747,-0.4,-1.1,287.0,0.016,1681843532.08
1748,-0.2,-0.9,287.0,0.016,1681843532.16
1749,0.3,-0.7,287.0,0.016,1681843532.24
1750,0.5,-0.4,286.0,0.016,1681843532.32
1751,,,,,
1752,,,,,
1753,,,,,
1754,1.6,0.8,286.0,0.015,1681843532.38
1755,,,,,
1756,150.0,150.0,1500.0,0.016,1681843532.54
1757,-36.5,-0.1,0.0,0.016,1681843532.62
1758,0.3,-15.7,493.0,0.016,1681843532.70
1759,-23.6,0.4,290.0,0.015,1681843532.78
1760,-29.9,-0.6,292.0,0.016,1681843532.86
1761,-36.4,-1.7,293.0,0.016,1681843532.94
1762,-41.8,-3.1,294.0,0.016,1681843533.02
1763,-45.9,-4.4,295.0,0.016,1681843533.10
1764,-50.3,-4.7,296.0,0.016,1681843533.18
1765,-54.0,-4.9,296.0,0.016,1681843533.26
1766,-58.0,-5.2,297.0,0.016,1681843533.34
1767,-61.4,-5.2,299.0,0.015,1681843533.42
1768,-64.2,-5.1,300.0,0.016,1681843533.50
1769,-66.5,-5.7,301.0,0.016,1681843533.58
1770,,,,,
1771,,,,,
1772,5.5,-44.0,124.0,0.015,1681843533.68
1773,-69.9,-7.8,302.0,0.016,1681843533.76
1774,,,,,
1775,-70.1,-8.2,302.0,0.016,1681843533.92
1776,-70.7,-6.5,303.0,0.016,1681843534.00
1777,-72.5,-6.5,303.0,0.016,1681843534.08
1778,-73.9,-6.8,303.0,0.016,1681843534.16
1779,-74.7,-7.1,303.0,0.016,1681843534.24
1780,-75.1,-7.2,303.0,0.016,1681843534.32
1781,-75.2,-6.7,304.0,0.016,1681843534.40
1782,-75.6,-6.1,304.0,0.016,1681843534.48
1783,-76.1,-5.9,304.0,0.016,1681843534.56
1784,-77.4,-7.3,304.0,0.016,1681843534.64
1785,-76.9,-7.7,304.0,0.016,1681843534.72
1786,-76.1,-7.9,303.0,0.016,1681843534.80
1787,-75.9,-7.5,304.0,0.016,1681843534.88
1788,-76.9,-7.3,304.0,0.016,1681843534.96
1789,,,,,
1790,-78.5,-9.0,303.0,0.016,1681843535.09
1791,-77.9,-8.9,303.0,0.016,1681843535.17
1792,-77.2,-8.1,303.0,0.016,1681843535.25
1793,-76.6,-7.6,304.0,0.016,1681843535.33
1794,-76.3,-7.6,304.0,0.016,1681843535.41
1795,-76.6,-7.6,304.0,0.016,1681843535.49
1796,-76.3,-7.4,304.0,0.016,1681843535.57
1797,-76.4,-7.4,304.0,0.016,1681843535.65
1798,-76.5,-8.1,304.0,0.016,1681843535.73
1799,-76.7,-7.8,305.0,0.016,1681843535.81
1800,-76.9,-7.5,305.0,0.016,1681843535.89
1801,-77.1,-7.8,305.0,0.016,1681843535.97
1802,-77.1,-7.8,305.0,0.016,1681843536.05
1803,-77.1,-7.5,305.0,0.016,1681843536.13
1804,-77.2,-7.3,305.0,0.016,1681843536.21
1805,-77.7,-7.4,305.0,0.016,1681843536.29
1806,-77.5,-7.5,305.0,0.016,1681843536.37
1807,-78.1,-7.6,305.0,0.016,1681843536.45
1808,,,,,
1809,,,,,
1810,-79.3,-10.3,303.0,0.016,1681843536.62
1811,-78.2,-11.8,299.0,0.016,1681843536.70
1812,-78.6,-9.9,296.0,0.016,1681843536.78
1813,-78.4,-10.8,294.0,0.016,1681843536.86
1814,-79.9,-13.3,291.0,0.016,1681843536.94
1815,-86.2,-14.4,285.0,0.016,1681843537.02
1816,-88.0,-13.0,284.0,0.016,1681843537.10
1817,-84.5,-13.9,285.0,0.016,1681843537.18
1818,-84.9,-15.5,285.0,0.016,1681843537.26
1819,-85.1,-15.9,283.0,0.016,1681843537.34
1820,-82.2,-14.9,283.0,0.016,1681843537.42
1821,-81.0,-13.5,282.0,0.016,1681843537.50
1822,-79.6,-13.2,282.0,0.015,1681843537.58
1823,-78.7,-11.6,282.0,0.016,1681843537.66
1824,-78.7,-11.0,282.0,0.016,1681843537.74
1825,-78.6,-10.3,282.0,0.016,1681843537.82
1826,-79.1,-10.6,281.0,0.016,1681843537.90
1827,,,,,
1828,-25.6,-0.1,0.0,0.015,1681843538.03
1829,-80.7,-8.7,276.0,0.016,1681843538.11
1830,-80.7,-7.8,275.0,0.016,1681843538.19
1831,-79.0,-6.7,274.0,0.015,1681843538.27
1832,-78.3,-6.8,274.0,0.016,1681843538.35
1833,-78.2,-6.7,274.0,0.016,1681843538.43
1834,-78.4,-6.8,274.0,0.016,1681843538.51
1835,-78.5,-6.9,275.0,0.016,1681843538.59
1836,-78.4,-7.1,275.0,0.015,1681843538.67
1837,-78.1,-7.1,275.0,0.016,1681843538.75
1838,-77.6,-6.8,275.0,0.016,1681843538.83
1839,-77.6,-6.4,275.0,0.016,1681843538.91
1840,-77.7,-6.4,275.0,0.016,1681843538.99
1841,-77.7,-6.8,275.0,0.015,1681843539.07
1842,-77.6,-6.6,275.0,0.016,1681843539.15
1843,-77.3,-6.6,275.0,0.016,1681843539.23
1844,-76.2,-6.8,275.0,0.016,1681843539.31
1845,-75.5,-6.5,275.0,0.016,1681843539.39
1846,-34.0,-0.1,0.0,0.0,1681843539.45
1847,-67.0,-6.7,274.0,0.016,1681843539.53
1848,-55.2,-4.9,273.0,0.016,1681843539.61
1849,-47.6,-4.9,274.0,0.016,1681843539.69
1850,-41.7,-6.2,274.0,0.016,1681843539.77
1851,-37.2,-7.8,272.0,0.015,1681843539.85
1852,-35.6,-8.2,271.0,0.016,1681843539.93
1853,-29.2,-6.8,271.0,0.016,1681843540.01
1854,-22.5,-2.9,269.0,0.016,1681843540.09
1855,-18.6,-1.5,267.0,0.015,1681843540.17
1856,-12.6,-2.4,266.0,0.014,1681843540.25
1857,-8.5,-3.9,262.0,0.016,1681843540.33
1858,-7.1,-4.2,261.0,0.016,1681843540.41
1859,-5.8,-6.3,263.0,0.016,1681843540.49
1860,-6.1,-3.6,263.0,0.016,1681843540.57
1861,-7.2,0.0,263.0,0.016,1681843540.65
1862,-8.5,3.2,260.0,0.016,1681843540.73
1863,-14.9,2.6,262.0,0.016,1681843540.81
1864,-16.8,1.0,259.0,0.016,1681843540.89
1865,-11.1,2.2,258.0,0.016,1681843540.97
1866,-8.0,4.3,258.0,0.016,1681843541.05
1867,0.9,-4.0,250.0,0.016,1681843541.13
1868,2.5,-3.4,250.0,0.016,1681843541.21
1869,7.8,-2.3,250.0,0.016,1681843541.29
1870,19.6,1.5,251.0,0.016,1681843541.37
1871,31.3,7.7,252.0,0.016,1681843541.45
1872,38.2,8.6,252.0,0.016,1681843541.53
1873,42.9,8.5,250.0,0.016,1681843541.61
1874,45.1,8.5,250.0,0.016,1681843541.69
1875,45.2,8.5,250.0,0.016,1681843541.77
1876,44.7,8.2,250.0,0.016,1681843541.85
1877,44.9,8.5,250.0,0.016,1681843541.93
1878,45.0,8.5,249.0,0.016,1681843542.01
1879,44.6,8.6,249.0,0.016,1681843542.09
1880,44.3,8.7,249.0,0.016,1681843542.17
1881,43.9,8.7,249.0,0.016,1681843542.25
1882,43.9,8.6,250.0,0.016,1681843542.33
1883,44.5,8.9,250.0,0.016,1681843542.41
1884,45.7,8.8,251.0,0.016,1681843542.49
1885,,,,,
1886,,,,,
1887,,,,,
1888,-30.7,-0.1,0.0,0.016,1681843542.56
1889,-6.6,38.4,346.0,0.016,1681843542.64
1890,50.3,9.8,252.0,0.015,1681843542.72
1891,,,,,
1892,150.0,150.0,1500.0,0.016,1681843542.88
1893,-28.2,-0.1,0.0,0.016,1681843542.96
1894,49.7,11.3,253.0,0.016,1681843543.04
1895,49.4,12.4,253.0,0.016,1681843543.12
1896,48.9,13.2,253.0,0.016,1681843543.20
1897,48.3,13.8,253.0,0.016,1681843543.28
1898,48.1,14.0,253.0,0.016,1681843543.36
1899,47.2,14.2,253.0,0.016,1681843543.44
1900,46.6,14.5,253.0,0.016,1681843543.52
1901,45.3,15.4,253.0,0.016,1681843543.60
1902,43.7,16.2,254.0,0.016,1681843543.68
1903,41.7,16.4,254.0,0.016,1681843543.76
1904,,,,,
1905,,,,,
1906,150.0,150.0,1500.0,0.016,1681843543.84
1907,-24.8,-0.1,0.0,0.016,1681843543.92
1908,-13.5,31.4,374.0,0.016,1681843544.00
1909,38.9,14.5,254.0,0.015,1681843544.08
1910,39.9,14.0,254.0,0.016,1681843544.16
1911,39.5,13.5,255.0,0.016,1681843544.24
1912,38.9,13.5,256.0,0.016,1681843544.32
1913,38.3,13.9,256.0,0.016,1681843544.40
1914,37.5,14.1,257.0,0.016,1681843544.48
1915,36.5,14.0,258.0,0.016,1681843544.56
1916,35.9,13.6,258.0,0.016,1681843544.64
1917,35.3,13.3,258.0,0.016,1681843544.72
1918,34.5,12.9,259.0,0.016,1681843544.80
1919,29.7,9.0,266.0,0.016,1681843544.88
1920,18.7,-0.2,265.0,0.016,1681843544.96
1921,14.9,-1.6,266.0,0.016,1681843545.04
1922,8.2,-4.2,266.0,0.016,1681843545.12
1923,2.6,4.2,427.0,0.0,1681843545.15
1924,-23.1,-0.1,0.0,0.015,1681843545.23
1925,4.1,-0.9,270.0,0.016,1681843545.31
1926,4.3,-0.3,270.0,0.016,1681843545.39
1927,4.8,0.4,271.0,0.016,1681843545.47
1928,4.3,-0.1,271.0,0.016,1681843545.55
1929,4.2,-0.3,271.0,0.016,1681843545.63
1930,3.4,-1.3,271.0,0.016,1681843545.71
1931,3.3,-1.5,271.0,0.016,1681843545.79
1932,3.8,-1.0,272.0,0.016,1681843545.87
1933,4.3,-0.3,272.0,0.016,1681843545.95
1934,4.5,0.2,272.0,0.016,1681843546.03
1935,4.8,1.2,272.0,0.016,1681843546.11
1936,6.0,2.1,271.0,0.016,1681843546.19
1937,1.1,6.5,272.0,0.016,1681843546.27
1938,-15.9,10.6,273.0,0.016,1681843546.35
1939,-9.8,12.0,273.0,0.016,1681843546.43
1940,-7.2,11.7,271.0,0.016,1681843546.51
1941,-5.8,10.6,269.0,0.016,1681843546.59
1942,,,,,
1943,,,,,
1944,0.8,11.3,266.0,0.015,1681843546.78
1945,-1.6,12.1,266.0,0.016,1681843546.86
1946,-5.2,10.2,269.0,0.016,1681843546.94
1947,-9.1,9.4,271.0,0.016,1681843547.02
1948,-8.1,12.0,273.0,0.016,1681843547.10
1949,-7.4,11.3,273.0,0.016,1681843547.18
1950,-7.4,12.0,275.0,0.016,1681843547.26
1951,-6.0,13.0,276.0,0.016,1681843547.34
1952,-3.5,13.8,276.0,0.016,1681843547.42
1953,-2.3,14.0,277.0,0.016,1681843547.50
1954,-1.9,13.6,278.0,0.016,1681843547.58
1955,-2.4,12.5,278.0,0.016,1681843547.66
1956,-0.8,11.6,279.0,0.016,1681843547.74
1957,2.0,11.4,279.0,0.016,1681843547.82
1958,5.6,10.4,279.0,0.016,1681843547.90
1959,9.6,8.6,278.0,0.016,1681843547.98
1960,10.7,5.3,279.0,0.016,1681843548.06
1961,,,,,
1962,-34.9,-0.1,0.0,0.015,1681843548.19
1963,17.8,2.3,281.0,0.016,1681843548.27
1964,22.1,0.3,281.0,0.016,1681843548.35
1965,24.3,-2.2,282.0,0.016,1681843548.43
1966,26.2,-2.3,282.0,0.016,1681843548.51
1967,28.3,-4.3,282.0,0.016,1681843548.59
1968,29.0,-5.3,282.0,0.016,1681843548.67
1969,29.3,-7.0,283.0,0.016,1681843548.75
1970,29.6,-7.7,282.0,0.016,1681843548.83
1971,30.2,-7.6,282.0,0.016,1681843548.91
1972,30.9,-6.6,281.0,0.016,1681843548.99
1973,30.1,-7.5,281.0,0.016,1681843549.07
1974,29.5,-8.7,280.0,0.016,1681843549.15
1975,29.5,-9.4,280.0,0.016,1681843549.23
1976,29.7,-9.8,279.0,0.016,1681843549.31
1977,30.0,-10.1,279.0,0.016,1681843549.39
1978,29.9,-8.5,278.0,0.016,1681843549.47
1979,28.7,-6.2,278.0,0.016,1681843549.55
1980,-40.7,-0.1,0.0,0.0,1681843549.61
1981,25.0,-7.5,277.0,0.016,1681843549.69
1982,24.4,-7.9,277.0,0.016,1681843549.77
1983,23.3,-8.1,276.0,0.016,1681843549.85
1984,21.7,-10.9,275.0,0.016,1681843549.93
1985,23.7,-8.8,270.0,0.016,1681843550.01
1986,23.7,-6.2,267.0,0.016,1681843550.09
1987,20.2,-7.6,267.0,0.016,1681843550.17
1988,14.1,-10.9,269.0,0.016,1681843550.25
1989,9.3,-6.9,269.0,0.016,1681843550.33
1990,5.4,-2.4,269.0,0.016,1681843550.41
1991,2.7,-4.9,271.0,0.016,1681843550.49
1992,1.3,-8.7,271.0,0.016,1681843550.57
1993,0.5,-8.8,269.0,0.015,1681843550.65
1994,1.7,-6.8,266.0,0.016,1681843550.73
1995,0.1,-5.4,266.0,0.016,1681843550.81
1996,-1.3,-5.6,268.0,0.016,1681843550.89
1997,0.4,-3.7,268.0,0.016,1681843550.97
1998,0.8,-4.8,266.0,0.016,1681843551.05
1999,1.5,-4.4,265.0,0.015,1681843551.13
2000,0.7,-3.1,264.0,0.016,1681843551.21
2001,1.3,-1.8,262.0,0.016,1681843551.29
2002,2.1,-2.4,261.0,0.016,1681843551.37
2003,1.9,-2.0,261.0,0.016,1681843551.45
2004,1.0,-1.5,261.0,0.016,1681843551.53
2005,3.0,1.7,261.0,0.016,1681843551.61
2006,1.4,3.7,261.0,0.016,1681843551.69
2007,2.8,5.2,262.0,0.016,1681843551.77
2008,5.9,6.2,262.0,0.016,1681843551.85
2009,8.6,9.4,261.0,0.016,1681843551.93
2010,6.4,9.0,261.0,0.016,1681843552.01
2011,7.3,8.5,261.0,0.016,1681843552.09
2012,9.1,8.2,259.0,0.016,1681843552.17
2013,8.7,7.2,258.0,0.016,1681843552.25
2014,8.0,3.2,256.0,0.016,1681843552.33
2015,8.3,0.6,254.0,0.016,1681843552.41
2016,7.7,0.1,253.0,0.016,1681843552.49
2017,6.6,0.3,254.0,0.016,1681843552.57
2018,6.6,0.3,254.0,0.016,1681843552.65
2019,,,,,
2020,,,,,
2021,,,,,
2022,-34.9,-0.1,0.0,0.016,1681843552.72
2023,-0.6,6.5,481.0,0.016,1681843552.80
2024,7.2,0.4,255.0,0.015,1681843552.88
2025,,,,,
2026,150.0,150.0,1500.0,0.016,1681843553.04
2027,-30.7,-0.1,0.0,0.016,1681843553.12
2028,7.2,0.1,255.0,0.016,1681843553.20
2029,7.0,0.0,255.0,0.016,1681843553.28
2030,7.1,0.2,255.0,0.016,1681843553.36
2031,7.0,0.2,255.0,0.016,1681843553.44
2032,7.0,0.1,255.0,0.016,1681843553.52
2033,7.2,-0.2,255.0,0.016,1681843553.60
2034,7.0,-0.6,255.0,0.016,1681843553.68
2035,7.2,-0.6,256.0,0.016,1681843553.76
2036,7.2,-0.7,256.0,0.016,1681843553.84
2037,7.2,-0.8,256.0,0.016,1681843553.92
2038,,,,,
2039,,,,,
2040,-41.6,-0.1,0.0,0.016,1681843553.98
2041,1.2,5.6,490.0,0.016,1681843554.06
2042,6.3,0.1,255.0,0.016,1681843554.14
2043,,,,,
