,angx,angy,heading,elapsed,timestamp
0,-56.6,25.3,175.0,0.016,1681843398.89
1,-56.6,25.3,175.0,0.015,1681843398.97
2,-56.6,25.3,175.0,0.016,1681843399.05
3,-56.7,25.3,175.0,0.016,1681843399.13
4,-56.7,25.3,175.0,0.016,1681843399.21
5,-56.6,25.3,175.0,0.016,1681843399.29
6,-56.7,25.5,176.0,0.015,1681843399.37
7,-56.9,25.4,176.0,0.015,1681843399.45
8,-57.0,25.2,176.0,0.015,1681843399.53
9,,,,,
10,-21.0,-36.7,241.0,0.016,1681843399.63
11,-57.1,25.1,176.0,0.016,1681843399.71
12,-57.1,25.1,176.0,0.015,1681843399.79
13,-57.0,25.1,176.0,0.015,1681843399.87
14,-56.9,25.2,176.0,0.015,1681843399.95
15,-57.0,25.2,176.0,0.015,1681843400.03
16,-57.1,25.1,176.0,0.016,1681843400.11
17,-57.0,24.9,176.0,0.016,1681843400.19
18,-56.7,25.6,177.0,0.016,1681843400.27
19,-55.7,25.8,176.0,0.015,1681843400.35
20,-55.2,21.9,174.0,0.015,1681843400.43
21,-56.3,25.3,176.0,0.015,1681843400.51
22,-55.2,25.5,177.0,0.015,1681843400.59
23,-54.7,25.8,178.0,0.015,1681843400.67
24,-54.6,26.6,178.0,0.015,1681843400.75
25,-54.7,26.8,177.0,0.016,1681843400.83
26,-55.3,26.7,177.0,0.015,1681843400.91
27,-56.5,27.4,179.0,0.015,1681843400.99
28,,,,,
29,,,,,
30,-41.6,-0.1,0.0,0.016,1681843401.10
31,-18.9,-40.4,290.0,0.016,1681843401.18
32,-58.1,22.1,172.0,0.015,1681843401.26
33,-60.5,18.6,170.0,0.016,1681843401.34
34,-61.6,15.0,167.0,0.016,1681843401.42
35,-61.7,12.3,160.0,0.016,1681843401.50
36,-63.4,8.5,153.0,0.015,1681843401.58
37,-65.5,7.0,146.0,0.015,1681843401.66
38,-69.1,7.6,140.0,0.016,1681843401.74
39,-73.2,4.9,136.0,0.016,1681843401.82
40,-76.0,3.3,134.0,0.016,1681843401.90
41,-80.4,3.5,133.0,0.016,1681843401.98
42,-84.3,3.5,134.0,0.016,1681843402.06
43,-88.0,3.6,135.0,0.016,1681843402.14
44,-91.0,2.9,136.0,0.015,1681843402.22
45,-94.7,2.9,137.0,0.015,1681843402.30
46,-97.8,2.9,139.0,0.016,1681843402.38
47,-99.7,1.1,139.0,0.016,1681843402.46
48,-102.2,-0.1,140.0,0.016,1681843402.54
49,-103.8,-1.5,140.0,0.016,1681843402.62
50,-104.3,-3.2,140.0,0.016,1681843402.70
51,-104.5,-4.7,140.0,0.015,1681843402.78
52,-104.9,-5.4,140.0,0.015,1681843402.86
53,-102.0,-6.9,139.0,0.015,1681843402.94
54,-101.0,-8.2,138.0,0.016,1681843403.02
55,-100.0,-9.4,136.0,0.016,1681843403.10
56,-101.4,-10.2,136.0,0.015,1681843403.18
57,-102.1,-10.6,134.0,0.015,1681843403.26
58,-98.9,-12.5,132.0,0.015,1681843403.34
59,-93.1,-10.1,135.0,0.016,1681843403.42
60,-87.4,-8.4,134.0,0.015,1681843403.50
61,-84.3,-7.4,133.0,0.015,1681843403.58
62,-83.7,-5.4,131.0,0.015,1681843403.66
63,-84.9,-2.9,129.0,0.016,1681843403.74
64,-83.4,-3.5,127.0,0.016,1681843403.82
65,-83.8,-3.1,124.0,0.015,1681843403.90
66,-41.6,-0.1,0.0,0.0,1681843403.97
67,-86.9,-2.5,122.0,0.015,1681843404.05
68,-86.9,-2.6,120.0,0.015,1681843404.13
69,-87.0,-1.7,118.0,0.016,1681843404.21
70,-87.9,0.2,116.0,0.016,1681843404.29
71,-89.0,2.8,113.0,0.015,1681843404.36
72,-90.3,6.1,111.0,0.015,1681843404.45
73,-90.7,6.6,107.0,0.016,1681843404.53
74,-92.0,7.0,105.0,0.016,1681843404.61
75,-95.0,8.5,105.0,0.015,1681843404.68
76,-98.6,10.1,104.0,0.015,1681843404.77
77,-100.1,11.9,103.0,0.015,1681843404.85
78,-99.6,11.7,103.0,0.016,1681843404.93
79,-98.4,10.9,103.0,0.016,1681843405.01
80,-98.0,12.5,102.0,0.016,1681843405.09
81,-95.7,14.7,101.0,0.015,1681843405.16
82,-92.7,17.3,99.0,0.015,1681843405.25
83,-88.6,20.2,96.0,0.016,1681843405.33
84,-84.0,23.7,91.0,0.016,1681843405.41
85,,,,,
86,-44.9,-0.1,0.0,0.016,1681843405.53
87,-70.9,31.6,82.0,0.016,1681843405.61
88,-65.5,34.0,78.0,0.015,1681843405.69
89,-59.9,34.6,74.0,0.015,1681843405.77
90,-55.3,36.8,70.0,0.016,1681843405.85
91,-49.4,37.2,63.0,0.016,1681843405.93
92,-42.6,37.8,58.0,0.016,1681843406.01
93,-37.3,37.9,54.0,0.016,1681843406.09
94,-34.0,38.1,51.0,0.015,1681843406.17
95,-30.4,37.9,48.0,0.015,1681843406.25
96,-25.8,34.9,46.0,0.015,1681843406.33
97,-22.1,33.7,43.0,0.016,1681843406.41
98,-19.7,33.3,41.0,0.016,1681843406.49
99,-16.8,31.0,38.0,0.016,1681843406.57
100,-13.0,30.5,36.0,0.015,1681843406.65
101,-11.6,29.8,34.0,0.015,1681843406.73
102,-11.1,30.2,34.0,0.016,1681843406.81
103,-10.3,29.0,34.0,0.016,1681843406.89
104,-10.2,29.0,34.0,0.016,1681843406.97
105,-10.6,29.1,36.0,0.015,1681843407.05
106,-10.4,29.4,35.0,0.015,1681843407.13
107,-8.5,30.5,35.0,0.016,1681843407.21
108,-7.9,31.6,36.0,0.016,1681843407.29
109,-7.2,31.3,38.0,0.016,1681843407.37
110,-6.4,31.1,40.0,0.015,1681843407.45
111,-5.7,30.2,43.0,0.015,1681843407.53
112,-6.0,31.2,44.0,0.015,1681843407.61
113,-6.7,33.7,46.0,0.015,1681843407.69
114,-5.7,34.6,48.0,0.016,1681843407.77
115,-3.8,34.8,49.0,0.016,1681843407.85
116,-3.5,31.1,54.0,0.016,1681843407.93
117,-2.4,27.2,58.0,0.015,1681843408.01
118,-2.9,25.1,60.0,0.015,1681843408.09
119,-3.1,20.7,59.0,0.015,1681843408.17
120,-5.4,13.3,61.0,0.016,1681843408.25
121,-6.1,11.6,58.0,0.015,1681843408.33
122,-2.1,12.1,53.0,0.016,1681843408.41
123,-3.0,12.1,52.0,0.016,1681843408.49
124,,,,,
125,,,,,
126,,,,,
127,150.0,150.0,1500.0,0.016,1681843408.62
128,-46.6,-0.1,0.0,0.016,1681843408.70
129,-5.9,-9.8,487.0,0.015,1681843408.78
130,-15.1,5.4,53.0,0.015,1681843408.86
131,-17.3,6.8,54.0,0.015,1681843408.94
132,-17.8,9.6,53.0,0.016,1681843409.02
133,-18.2,12.1,51.0,0.016,1681843409.10
134,-18.5,12.6,50.0,0.016,1681843409.18
135,-18.6,11.9,49.0,0.016,1681843409.26
136,-18.4,11.9,49.0,0.016,1681843409.34
137,-18.0,16.0,49.0,0.015,1681843409.42
138,-16.7,15.6,46.0,0.015,1681843409.50
139,-15.1,16.3,45.0,0.016,1681843409.58
140,-13.1,17.8,45.0,0.016,1681843409.66
141,-10.5,20.9,45.0,0.016,1681843409.74
142,-8.3,22.5,46.0,0.016,1681843409.82
143,,,,,
144,150.0,150.0,1500.0,0.015,1681843409.90
145,-43.2,-0.1,0.0,0.015,1681843409.98
146,-8.9,20.6,56.0,0.015,1681843410.06
147,-8.7,18.8,58.0,0.015,1681843410.14
148,-8.2,17.4,61.0,0.016,1681843410.22
149,-8.5,15.8,64.0,0.016,1681843410.30
150,-9.0,14.1,67.0,0.016,1681843410.38
151,-9.3,14.0,69.0,0.015,1681843410.46
152,-10.2,14.4,71.0,0.015,1681843410.54
153,-10.4,14.7,72.0,0.016,1681843410.62
154,-10.5,14.4,72.0,0.016,1681843410.70
155,-9.5,14.1,72.0,0.016,1681843410.78
156,-9.0,13.2,72.0,0.016,1681843410.86
157,-8.9,13.1,72.0,0.015,1681843410.94
158,-8.6,13.9,72.0,0.015,1681843411.02
159,-8.7,14.4,73.0,0.016,1681843411.10
160,-9.5,14.1,73.0,0.016,1681843411.18
161,-10.4,13.4,73.0,0.016,1681843411.26
162,,,,,
163,,,,,
164,150.0,150.0,1500.0,0.016,1681843411.39
165,-47.4,-0.1,0.0,0.016,1681843411.47
166,-12.1,12.0,68.0,0.016,1681843411.55
167,-12.5,12.3,66.0,0.016,1681843411.63
168,-13.4,11.8,61.0,0.016,1681843411.71
169,-15.5,6.9,58.0,0.016,1681843411.79
170,-15.0,2.1,53.0,0.016,1681843411.87
171,-13.6,-0.3,48.0,0.016,1681843411.95
172,-13.7,-1.2,46.0,0.016,1681843412.03
173,-13.6,0.4,44.0,0.016,1681843412.11
174,-13.4,2.0,43.0,0.016,1681843412.19
175,-13.7,3.3,43.0,0.016,1681843412.27
176,-13.9,4.4,42.0,0.016,1681843412.35
177,-14.6,6.5,44.0,0.016,1681843412.43
178,-19.3,8.1,45.0,0.016,1681843412.51
179,-23.4,10.8,45.0,0.016,1681843412.59
180,-24.6,11.4,44.0,0.016,1681843412.67
181,-25.7,12.7,45.0,0.016,1681843412.75
182,-27.8,11.2,47.0,0.016,1681843412.83
183,-27.9,11.4,49.0,0.016,1681843412.91
184,-27.3,12.1,52.0,0.016,1681843412.99
185,-26.9,10.6,53.0,0.016,1681843413.07
186,-25.8,11.4,54.0,0.016,1681843413.15
187,-26.0,10.9,56.0,0.016,1681843413.23
188,-27.7,10.0,57.0,0.016,1681843413.31
189,-26.9,10.6,58.0,0.016,1681843413.39
190,-27.3,11.5,59.0,0.016,1681843413.47
191,-28.0,13.1,59.0,0.016,1681843413.55
192,-29.2,14.6,60.0,0.016,1681843413.63
193,-29.0,17.5,61.0,0.016,1681843413.71
194,-33.8,20.3,65.0,0.016,1681843413.79
195,-40.5,19.2,68.0,0.016,1681843413.87
196,-40.8,18.9,69.0,0.016,1681843413.95
197,-37.5,18.1,68.0,0.016,1681843414.03
198,-35.1,16.8,67.0,0.016,1681843414.11
199,-32.8,14.9,66.0,0.016,1681843414.19
200,-42.4,-0.1,0.0,0.0,1681843414.25
201,-29.0,12.7,64.0,0.016,1681843414.33
202,-26.9,12.2,63.0,0.016,1681843414.41
203,-24.6,11.7,61.0,0.016,1681843414.49
204,-22.5,11.6,60.0,0.016,1681843414.57
205,-21.4,11.6,60.0,0.016,1681843414.65
206,-21.3,11.2,60.0,0.016,1681843414.73
207,-21.8,10.2,61.0,0.016,1681843414.81
208,-22.4,9.7,63.0,0.016,1681843414.89
209,-22.9,10.0,64.0,0.016,1681843414.97
210,-25.0,10.5,64.0,0.016,1681843415.05
211,-27.0,11.9,65.0,0.015,1681843415.13
212,-28.5,13.2,65.0,0.016,1681843415.21
213,-28.3,13.9,67.0,0.016,1681843415.29
214,-25.6,15.7,67.0,0.016,1681843415.37
215,-22.2,16.2,67.0,0.016,1681843415.45
216,-20.5,11.3,65.0,0.016,1681843415.53
217,-19.6,12.3,65.0,0.016,1681843415.61
218,-20.6,11.7,66.0,0.016,1681843415.69
219,,,,,
220,150.0,150.0,1500.0,0.012,1681843415.79
221,-46.6,-0.1,0.0,0.016,1681843415.87
222,-20.0,12.1,70.0,0.016,1681843415.95
223,-20.3,11.7,74.0,0.016,1681843416.03
224,-21.6,11.3,78.0,0.016,1681843416.11
225,-23.4,10.8,83.0,0.016,1681843416.19
226,-26.3,12.3,90.0,0.016,1681843416.27
227,-27.1,10.6,95.0,0.016,1681843416.35
228,-26.6,14.3,101.0,0.016,1681843416.43
229,-26.0,7.4,106.0,0.016,1681843416.51
230,-27.3,-3.1,111.0,0.016,1681843416.59
231,-24.3,-16.9,113.0,0.016,1681843416.67
232,-25.4,-28.6,111.0,0.016,1681843416.75
233,-27.0,-47.3,105.0,0.016,1681843416.83
234,-22.1,-49.9,108.0,0.016,1681843416.91
235,-0.3,-39.1,114.0,0.016,1681843416.99
236,-1.9,-36.6,105.0,0.016,1681843417.07
237,-0.4,-32.8,105.0,0.016,1681843417.15
238,,,,,
239,-4.1,-11.0,104.0,0.015,1681843417.29
240,-5.3,-9.5,103.0,0.016,1681843417.37
241,-6.2,-9.3,104.0,0.016,1681843417.45
242,-6.8,-9.3,105.0,0.016,1681843417.53
243,-4.8,-6.3,105.0,0.016,1681843417.61
244,-3.9,-4.5,107.0,0.016,1681843417.69
245,-5.5,-4.4,109.0,0.016,1681843417.77
246,-6.6,-4.1,109.0,0.016,1681843417.85
247,-6.3,-5.3,107.0,0.016,1681843417.93
248,-6.0,-5.7,107.0,0.016,1681843418.01
249,-4.7,-4.8,107.0,0.016,1681843418.09
250,-4.3,-3.3,107.0,0.016,1681843418.17
251,-3.9,-2.3,107.0,0.016,1681843418.25
252,-2.1,0.2,106.0,0.016,1681843418.33
253,-1.7,1.1,105.0,0.016,1681843418.41
254,-1.8,1.2,105.0,0.016,1681843418.49
255,-1.4,1.5,105.0,0.016,1681843418.57
256,-1.2,1.8,105.0,0.016,1681843418.65
257,-1.2,1.8,105.0,0.016,1681843418.73
258,,,,,
259,,,,,
260,-1.5,-0.9,494.0,0.0,1681843418.78
261,-51.6,-0.1,0.0,0.015,1681843418.85
262,-1.5,-1.3,495.0,0.016,1681843418.93
263,-1.2,1.9,105.0,0.016,1681843419.01
264,,,,,
265,-1.2,2.0,105.0,0.015,1681843419.17
266,-1.1,2.1,105.0,0.016,1681843419.25
267,-1.1,2.1,105.0,0.016,1681843419.33
268,-1.1,2.1,106.0,0.016,1681843419.41
269,-1.1,2.1,106.0,0.016,1681843419.49
270,-1.1,2.2,106.0,0.016,1681843419.57
271,-1.1,2.2,106.0,0.016,1681843419.65
272,-1.1,2.2,106.0,0.016,1681843419.73
273,-1.1,2.3,106.0,0.016,1681843419.81
274,-1.1,2.3,106.0,0.016,1681843419.89
275,-1.1,2.3,106.0,0.016,1681843419.97
276,-1.1,2.3,107.0,0.016,1681843420.05
277,,,,,
278,-1.1,2.3,107.0,0.015,1681843420.11
279,,,,,
280,-1.1,2.3,107.0,0.016,1681843420.27
281,-1.1,2.3,107.0,0.016,1681843420.35
282,-1.0,2.4,107.0,0.016,1681843420.43
283,-1.0,2.4,107.0,0.016,1681843420.51
284,-1.0,2.4,107.0,0.016,1681843420.59
285,-1.0,2.4,108.0,0.016,1681843420.67
286,-1.0,2.5,108.0,0.016,1681843420.75
287,-1.1,2.5,108.0,0.016,1681843420.83
288,-1.1,2.5,108.0,0.016,1681843420.91
289,-1.3,3.7,108.0,0.016,1681843420.99
290,-1.3,3.5,108.0,0.016,1681843421.07
291,-1.3,3.6,108.0,0.016,1681843421.15
292,-1.3,3.6,108.0,0.016,1681843421.23
293,-1.3,3.6,109.0,0.016,1681843421.31
294,-1.0,5.0,109.0,0.016,1681843421.39
295,-1.4,7.3,108.0,0.016,1681843421.47
296,,,,,
297,,,,,
298,-46.6,-0.1,0.0,0.016,1681843421.58
299,-6.0,-0.7,494.0,0.016,1681843421.66
300,0.3,6.6,103.0,0.015,1681843421.74
301,0.5,6.9,105.0,0.016,1681843421.82
302,-0.8,1.9,111.0,0.016,1681843421.90
303,-3.2,2.2,120.0,0.016,1681843421.98
304,-5.8,4.2,135.0,0.016,1681843422.06
305,-5.6,4.7,148.0,0.016,1681843422.14
306,-6.2,2.5,158.0,0.016,1681843422.22
307,-6.8,2.2,171.0,0.016,1681843422.30
308,-6.5,0.6,186.0,0.016,1681843422.38
309,-6.8,-2.0,199.0,0.016,1681843422.46
310,-6.3,-3.9,212.0,0.016,1681843422.54
311,-8.5,-3.5,224.0,0.016,1681843422.62
312,-10.1,-3.0,235.0,0.016,1681843422.70
313,-8.0,-0.6,237.0,0.016,1681843422.78
314,-7.1,0.2,237.0,0.016,1681843422.86
315,-6.7,1.2,236.0,0.016,1681843422.94
316,-6.4,1.4,230.0,0.016,1681843423.02
317,-6.5,0.2,221.0,0.016,1681843423.10
318,-6.0,-1.8,206.0,0.016,1681843423.18
319,-3.2,-5.2,191.0,0.016,1681843423.26
320,-2.3,-6.0,177.0,0.016,1681843423.34
321,-2.4,-5.7,164.0,0.016,1681843423.42
322,-2.7,-5.9,148.0,0.016,1681843423.50
323,-7.9,0.1,133.0,0.016,1681843423.58
324,-10.4,0.8,126.0,0.016,1681843423.66
325,-11.2,0.8,122.0,0.016,1681843423.74
326,-10.9,0.9,124.0,0.016,1681843423.82
327,-8.4,0.6,125.0,0.016,1681843423.90
328,-7.9,0.2,127.0,0.016,1681843423.98
329,-7.6,-0.2,128.0,0.016,1681843424.06
330,-3.4,-2.1,130.0,0.016,1681843424.14
331,3.7,-3.9,133.0,0.016,1681843424.22
332,14.0,-4.6,137.0,0.016,1681843424.30
333,22.6,-5.0,139.0,0.016,1681843424.38
334,-41.6,-0.1,0.0,0.0,1681843424.45
335,35.6,-12.3,141.0,0.016,1681843424.53
336,43.8,-11.3,140.0,0.016,1681843424.61
337,51.8,-9.3,141.0,0.016,1681843424.69
338,61.2,-6.8,138.0,0.016,1681843424.77
339,68.2,-3.9,137.0,0.016,1681843424.85
340,69.0,-2.9,138.0,0.016,1681843424.93
341,67.9,-2.1,137.0,0.016,1681843425.01
342,63.9,-2.2,137.0,0.016,1681843425.09
343,56.7,-1.3,136.0,0.016,1681843425.17
344,36.6,5.1,131.0,0.016,1681843425.25
345,6.9,20.5,131.0,0.016,1681843425.33
346,-10.7,28.9,137.0,0.016,1681843425.41
347,-11.3,25.1,137.0,0.016,1681843425.49
348,-13.7,20.8,137.0,0.016,1681843425.57
349,-18.9,18.6,137.0,0.016,1681843425.65
350,-26.6,19.3,137.0,0.016,1681843425.73
351,-36.4,17.6,137.0,0.016,1681843425.81
352,-47.4,16.5,137.0,0.016,1681843425.89
353,,,,,
354,150.0,150.0,1500.0,0.012,1681843425.98
355,-43.2,-0.1,0.0,0.016,1681843426.06
356,-64.5,9.4,135.0,0.016,1681843426.14
357,-64.6,9.1,135.0,0.016,1681843426.22
358,-64.5,7.6,135.0,0.016,1681843426.30
359,-62.1,5.9,134.0,0.016,1681843426.38
360,-58.9,5.7,134.0,0.016,1681843426.46
361,-52.0,3.5,133.0,0.016,1681843426.54
362,-45.2,2.6,132.0,0.016,1681843426.62
363,-38.2,2.2,133.0,0.015,1681843426.70
364,-34.4,2.1,133.0,0.015,1681843426.78
365,-30.3,0.4,133.0,0.015,1681843426.86
366,-26.2,-1.1,134.0,0.015,1681843426.94
367,-12.7,-2.7,139.0,0.015,1681843427.02
368,-2.6,-0.8,147.0,0.015,1681843427.10
369,2.7,-2.7,150.0,0.015,1681843427.18
370,3.8,-3.2,151.0,0.015,1681843427.26
371,3.8,-3.6,151.0,0.016,1681843427.34
372,,,,,
373,150.0,150.0,1500.0,0.0,1681843427.44
374,,,,,
375,0.8,-4.8,147.0,0.015,1681843427.60
376,-1.8,-4.2,144.0,0.015,1681843427.68
377,-2.3,-5.0,140.0,0.015,1681843427.76
378,-3.7,-5.6,131.0,0.015,1681843427.84
379,-3.1,-6.4,122.0,0.015,1681843427.92
380,-3.3,-3.7,115.0,0.016,1681843428.00
381,-3.6,-2.0,109.0,0.015,1681843428.08
382,-5.0,3.2,101.0,0.015,1681843428.16
383,-3.9,5.5,93.0,0.015,1681843428.24
384,-2.9,8.9,86.0,0.015,1681843428.32
385,-3.7,9.8,79.0,0.015,1681843428.40
386,-5.0,10.1,70.0,0.015,1681843428.48
387,-3.2,14.0,60.0,0.015,1681843428.56
388,-5.7,15.1,50.0,0.016,1681843428.64
389,-6.4,7.7,39.0,0.015,1681843428.72
390,-10.3,-1.8,35.0,0.015,1681843428.80
391,-12.8,-9.5,33.0,0.015,1681843428.88
392,,,,,
393,,,,,
394,25.0,-10.4,559.0,0.001,1681843428.92
395,-20.4,-33.1,24.0,0.015,1681843428.99
396,,,,,
397,150.0,150.0,1500.0,0.015,1681843429.15
398,-46.6,-0.1,0.0,0.015,1681843429.23
399,-22.7,-30.1,19.0,0.015,1681843429.31
400,-18.2,-28.0,21.0,0.015,1681843429.39
401,-8.0,-17.5,22.0,0.015,1681843429.47
402,-9.7,-14.9,21.0,0.015,1681843429.55
403,-5.5,-16.1,18.0,0.015,1681843429.63
404,-4.3,-14.3,14.0,0.015,1681843429.71
405,-4.1,-14.6,13.0,0.015,1681843429.79
406,-1.4,-13.7,12.0,0.015,1681843429.87
407,-2.4,-11.7,12.0,0.015,1681843429.95
408,-2.9,-10.3,11.0,0.015,1681843430.03
409,-4.7,-8.9,10.0,0.015,1681843430.11
410,-4.8,-8.4,10.0,0.015,1681843430.19
411,,,,,
412,,,,,
413,150.0,150.0,1500.0,0.015,1681843430.32
414,-45.8,-0.1,0.0,0.015,1681843430.40
415,-4.3,-7.6,11.0,0.015,1681843430.48
416,-3.9,-7.4,11.0,0.015,1681843430.56
417,-3.8,-6.6,11.0,0.015,1681843430.64
418,-3.4,-5.6,11.0,0.015,1681843430.72
419,-2.8,-4.4,11.0,0.015,1681843430.80
420,-1.8,-2.8,11.0,0.015,1681843430.88
421,-0.4,-3.0,12.0,0.015,1681843430.96
422,1.0,-1.4,14.0,0.015,1681843431.04
423,2.8,2.1,14.0,0.015,1681843431.12
424,4.9,1.2,14.0,0.015,1681843431.20
425,3.4,4.2,14.0,0.015,1681843431.28
426,-5.0,8.3,6.0,0.015,1681843431.36
427,-32.7,20.3,8.0,0.015,1681843431.44
428,-15.0,19.0,6.0,0.015,1681843431.52
429,-18.1,18.6,7.0,0.015,1681843431.60
430,,,,,
431,-42.4,-0.1,0.0,0.01,1681843431.66
432,-16.8,-7.9,601.0,0.016,1681843431.74
433,-2.5,20.9,5.0,0.015,1681843431.82
434,2.1,23.5,3.0,0.015,1681843431.90
435,1.9,21.8,4.0,0.015,1681843431.98
436,3.2,20.0,5.0,0.015,1681843432.06
437,4.6,22.6,5.0,0.015,1681843432.14
438,5.4,22.5,4.0,0.015,1681843432.22
439,6.1,22.9,4.0,0.015,1681843432.30
440,7.9,25.7,4.0,0.015,1681843432.38
441,7.7,27.7,3.0,0.015,1681843432.46
442,5.4,26.0,3.0,0.015,1681843432.54
443,1.6,27.0,7.0,0.015,1681843432.62
444,-49.4,39.7,56.0,0.015,1681843432.70
445,-88.4,-11.4,81.0,0.015,1681843432.78
446,-112.3,-13.1,73.0,0.015,1681843432.86
447,-88.7,11.6,327.0,0.015,1681843432.94
448,-165.8,-15.2,305.0,0.015,1681843433.02
449,-164.8,-21.5,327.0,0.015,1681843433.10
450,-169.2,-23.8,318.0,0.015,1681843433.18
451,-142.8,-20.6,323.0,0.015,1681843433.26
452,-148.0,-17.7,320.0,0.015,1681843433.34
453,-143.9,-15.6,318.0,0.015,1681843433.42
454,-141.4,-14.7,317.0,0.015,1681843433.50
455,-138.1,-13.1,315.0,0.015,1681843433.58
456,-131.3,-4.2,313.0,0.016,1681843433.66
457,-130.5,-3.3,311.0,0.015,1681843433.74
458,-130.8,-4.7,307.0,0.015,1681843433.82
459,-131.5,-3.8,305.0,0.015,1681843433.90
460,-133.9,-2.8,304.0,0.015,1681843433.98
461,-134.5,0.1,304.0,0.015,1681843434.06
462,-137.1,1.3,301.0,0.015,1681843434.14
463,-142.5,4.3,298.0,0.015,1681843434.22
464,-147.7,5.9,294.0,0.015,1681843434.30
465,-156.1,6.9,293.0,0.015,1681843434.38
466,-155.8,10.9,292.0,0.015,1681843434.46
467,-160.8,12.8,294.0,0.015,1681843434.54
468,-44.9,-0.1,0.0,0.001,1681843434.61
469,-169.7,-9.9,302.0,0.015,1681843434.68
470,-173.4,-8.2,300.0,0.015,1681843434.76
471,-176.3,-7.4,299.0,0.016,1681843434.85
472,179.0,-6.0,298.0,0.016,1681843434.93
473,174.9,-5.8,297.0,0.016,1681843435.01
474,171.5,-4.7,298.0,0.016,1681843435.09
475,169.2,-2.6,299.0,0.016,1681843435.17
476,167.3,-2.0,301.0,0.016,1681843435.25
477,166.1,-1.9,299.0,0.016,1681843435.33
478,164.8,-1.4,299.0,0.016,1681843435.41
479,161.3,1.1,299.0,0.016,1681843435.49
480,158.5,2.6,300.0,0.016,1681843435.57
481,156.4,4.1,301.0,0.016,1681843435.65
482,155.2,6.0,301.0,0.016,1681843435.73
483,154.7,7.5,302.0,0.016,1681843435.81
484,153.4,9.7,304.0,0.016,1681843435.89
485,151.0,12.4,307.0,0.016,1681843435.97
486,151.0,13.3,308.0,0.016,1681843436.05
487,,,,,
488,150.0,150.0,1500.0,0.013,1681843436.14
489,-48.3,-0.1,0.0,0.016,1681843436.22
490,160.0,10.1,306.0,0.016,1681843436.30
491,164.5,8.5,305.0,0.016,1681843436.38
492,168.6,7.5,305.0,0.016,1681843436.46
493,172.1,5.9,303.0,0.016,1681843436.54
494,175.2,3.8,303.0,0.016,1681843436.62
495,178.6,2.1,302.0,0.016,1681843436.70
496,-177.0,1.6,302.0,0.016,1681843436.78
497,-173.2,-0.6,305.0,0.016,1681843436.86
498,-166.5,-6.0,311.0,0.016,1681843436.94
499,-153.6,-20.0,320.0,0.016,1681843437.02
500,-150.0,-33.3,319.0,0.016,1681843437.10
501,-147.3,-46.4,319.0,0.016,1681843437.18
502,-145.7,-48.8,325.0,0.016,1681843437.26
503,-127.1,-54.6,347.0,0.016,1681843437.34
504,-64.9,-61.3,55.0,0.016,1681843437.42
505,-53.6,-58.5,67.0,0.016,1681843437.50
506,,,,,
507,150.0,150.0,1500.0,0.001,1681843437.60
508,-43.2,-0.1,0.0,0.016,1681843437.68
509,-25.9,-21.7,101.0,0.016,1681843437.76
510,-13.7,-0.2,111.0,0.016,1681843437.84
511,-11.8,11.8,110.0,0.016,1681843437.92
512,-7.9,14.6,111.0,0.016,1681843438.00
513,-6.2,14.9,111.0,0.016,1681843438.08
514,-4.3,16.0,110.0,0.016,1681843438.16
515,-2.8,15.5,110.0,0.016,1681843438.24
516,-1.5,14.7,109.0,0.016,1681843438.32
517,-0.1,14.3,108.0,0.016,1681843438.40
518,0.5,11.0,106.0,0.016,1681843438.48
519,0.2,5.8,102.0,0.016,1681843438.56
520,0.8,1.2,98.0,0.016,1681843438.64
521,1.2,-2.6,93.0,0.016,1681843438.72
522,1.1,-5.0,88.0,0.016,1681843438.80
523,1.2,-6.0,84.0,0.016,1681843438.88
524,-0.5,-10.8,81.0,0.016,1681843438.96
525,-2.0,-18.2,77.0,0.016,1681843439.04
526,,,,,
527,,,,,
528,,,,,
529,16.8,-1.4,522.0,0.016,1681843439.13
530,-2.5,-24.0,68.0,0.016,1681843439.21
531,,,,,
532,150.0,150.0,1500.0,0.016,1681843439.37
533,-40.7,-0.1,0.0,0.016,1681843439.45
534,-5.9,-31.4,58.0,0.016,1681843439.53
535,-6.4,-29.2,57.0,0.016,1681843439.61
536,-7.4,-24.6,55.0,0.016,1681843439.69
537,-8.3,-21.3,53.0,0.016,1681843439.77
538,-9.1,-17.8,52.0,0.016,1681843439.85
539,-9.9,-14.0,53.0,0.016,1681843439.93
540,-11.3,-12.1,54.0,0.016,1681843440.01
541,-12.1,-12.3,54.0,0.016,1681843440.09
542,-12.0,-12.8,55.0,0.016,1681843440.17
543,-11.6,-11.3,56.0,0.016,1681843440.25
544,-10.3,-6.4,59.0,0.016,1681843440.33
545,,,,,
546,-4.2,-11.3,511.0,0.0,1681843440.37
547,-39.1,-0.1,0.0,0.016,1681843440.45
548,-1.1,-9.9,476.0,0.016,1681843440.53
549,-13.0,6.6,74.0,0.016,1681843440.61
550,-13.6,6.7,78.0,0.016,1681843440.69
551,-13.7,7.6,82.0,0.016,1681843440.77
552,-13.8,8.4,85.0,0.016,1681843440.85
553,-14.3,8.3,88.0,0.016,1681843440.93
554,-14.4,8.4,90.0,0.016,1681843441.01
555,-14.7,8.9,93.0,0.016,1681843441.09
556,-14.8,9.8,96.0,0.016,1681843441.17
557,-15.0,9.9,99.0,0.016,1681843441.25
