,ax,ay,az,gx,gy,gz,mx,my,mz,elapsed,timestamp
0,-213.0,-368.0,245.0,17.0,32.0,-27.0,0.0,0.0,0.0,0.015,1681843398.93
1,-214.0,-370.0,246.0,8.0,6.0,-16.0,0.0,0.0,0.0,0.015,1681843399.01
2,-213.0,-370.0,240.0,18.0,12.0,-26.0,0.0,0.0,0.0,0.016,1681843399.09
3,-212.0,-368.0,246.0,12.0,7.0,-30.0,0.0,0.0,0.0,0.016,1681843399.17
4,-208.0,-367.0,245.0,26.0,54.0,-20.0,0.0,0.0,0.0,0.016,1681843399.25
5,-216.0,-370.0,243.0,11.0,49.0,-24.0,0.0,0.0,0.0,0.015,1681843399.32
6,-216.0,-373.0,238.0,-11.0,-38.0,-38.0,0.0,0.0,0.0,0.015,1681843399.41
7,-218.0,-374.0,247.0,0.0,-13.0,-62.0,0.0,0.0,0.0,0.015,1681843399.49
8,,,,,,,,,,,
9,,,,,,,,,,,
10,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843399.66
11,-210.0,-371.0,248.0,-4.0,33.0,-10.0,0.0,0.0,0.0,0.015,1681843399.74
12,-202.0,-371.0,236.0,17.0,5.0,13.0,0.0,0.0,0.0,0.015,1681843399.82
13,-210.0,-368.0,239.0,28.0,10.0,23.0,0.0,0.0,0.0,0.015,1681843399.90
14,-214.0,-373.0,232.0,42.0,6.0,-29.0,0.0,0.0,0.0,0.015,1681843399.98
15,-211.0,-374.0,229.0,-19.0,-43.0,-44.0,0.0,0.0,0.0,0.015,1681843400.06
16,-211.0,-372.0,247.0,-17.0,-25.0,-65.0,0.0,0.0,0.0,0.016,1681843400.14
17,-218.0,-372.0,247.0,97.0,239.0,52.0,0.0,0.0,0.0,0.016,1681843400.22
18,-191.0,-342.0,231.0,98.0,-257.0,5.0,0.0,0.0,0.0,0.016,1681843400.30
19,-240.0,-372.0,295.0,-300.0,-1222.0,-763.0,0.0,0.0,0.0,0.015,1681843400.38
20,-364.0,-318.0,187.0,-57.0,-466.0,-249.0,0.0,0.0,0.0,0.015,1681843400.46
21,-153.0,-400.0,284.0,270.0,374.0,38.0,0.0,0.0,0.0,0.015,1681843400.54
22,-212.0,-351.0,239.0,306.0,174.0,-74.0,0.0,0.0,0.0,0.015,1681843400.62
23,-227.0,-315.0,261.0,-84.0,218.0,26.0,0.0,0.0,0.0,0.015,1681843400.70
24,-244.0,-366.0,249.0,-67.0,-16.0,227.0,0.0,0.0,0.0,0.015,1681843400.78
25,-146.0,-398.0,237.0,-218.0,-22.0,126.0,0.0,0.0,0.0,0.015,1681843400.86
26,-243.0,-409.0,216.0,49.0,349.0,-150.0,0.0,0.0,0.0,0.015,1681843400.94
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,-222.0,-377.0,261.0,-513.0,-477.0,-239.0,0.0,0.0,0.0,0.015,1681843401.13
31,,,,,,,,,,,
32,-127.0,-428.0,315.0,-397.0,-545.0,-165.0,0.0,0.0,0.0,0.015,1681843401.29
33,-167.0,-452.0,311.0,-703.0,-868.0,-585.0,0.0,0.0,0.0,0.015,1681843401.37
34,-153.0,-411.0,362.0,-402.0,-1498.0,3.0,0.0,0.0,0.0,0.016,1681843401.45
35,-142.0,-365.0,322.0,-1527.0,-1899.0,-384.0,0.0,0.0,0.0,0.016,1681843401.53
36,-116.0,-362.0,162.0,-433.0,-1645.0,503.0,0.0,0.0,0.0,0.015,1681843401.61
37,-143.0,-498.0,124.0,-445.0,-1077.0,709.0,0.0,0.0,0.0,0.015,1681843401.69
38,-87.0,-525.0,82.0,-571.0,-1223.0,13.0,0.0,0.0,0.0,0.015,1681843401.77
39,-54.0,-644.0,45.0,-239.0,-412.0,-255.0,0.0,0.0,0.0,0.015,1681843401.85
40,-59.0,-444.0,52.0,-1034.0,-52.0,224.0,0.0,0.0,0.0,0.015,1681843401.93
41,-76.0,-537.0,38.0,-520.0,-6.0,-147.0,0.0,0.0,0.0,0.016,1681843402.01
42,-45.0,-457.0,14.0,-798.0,182.0,94.0,0.0,0.0,0.0,0.016,1681843402.09
43,-24.0,-454.0,2.0,-770.0,-3.0,-223.0,0.0,0.0,0.0,0.015,1681843402.17
44,-32.0,-499.0,-9.0,-728.0,375.0,81.0,0.0,0.0,0.0,0.015,1681843402.25
45,-24.0,-497.0,-46.0,-739.0,357.0,-123.0,0.0,0.0,0.0,0.015,1681843402.33
46,-48.0,-464.0,-82.0,-261.0,203.0,-365.0,0.0,0.0,0.0,0.016,1681843402.41
47,18.0,-540.0,-125.0,-557.0,332.0,-201.0,0.0,0.0,0.0,0.016,1681843402.49
48,-20.0,-472.0,-117.0,-185.0,47.0,-559.0,0.0,0.0,0.0,0.016,1681843402.57
49,20.0,-432.0,-139.0,-76.0,-17.0,-501.0,0.0,0.0,0.0,0.016,1681843402.65
50,17.0,-481.0,-128.0,-64.0,92.0,-432.0,0.0,0.0,0.0,0.016,1681843402.73
51,54.0,-485.0,-126.0,-182.0,133.0,-73.0,0.0,0.0,0.0,0.015,1681843402.81
52,49.0,-480.0,-130.0,748.0,-169.0,-568.0,0.0,0.0,0.0,0.015,1681843402.89
53,51.0,-512.0,-115.0,189.0,-178.0,-165.0,0.0,0.0,0.0,0.015,1681843402.97
54,116.0,-490.0,-87.0,270.0,-350.0,-284.0,0.0,0.0,0.0,0.016,1681843403.05
55,66.0,-523.0,-71.0,-383.0,-81.0,-302.0,0.0,0.0,0.0,0.015,1681843403.13
56,97.0,-464.0,-135.0,-83.0,-140.0,-190.0,0.0,0.0,0.0,0.015,1681843403.21
57,166.0,-147.0,-183.0,267.0,-1085.0,635.0,0.0,0.0,0.0,0.015,1681843403.29
58,96.0,-413.0,-84.0,858.0,525.0,849.0,0.0,0.0,0.0,0.016,1681843403.37
59,29.0,-461.0,70.0,900.0,8.0,177.0,0.0,0.0,0.0,0.016,1681843403.45
60,44.0,-506.0,125.0,460.0,-366.0,18.0,0.0,0.0,0.0,0.015,1681843403.53
61,60.0,-497.0,101.0,-35.0,-412.0,394.0,0.0,0.0,0.0,0.015,1681843403.61
62,14.0,-482.0,-13.0,11.0,-299.0,696.0,0.0,0.0,0.0,0.015,1681843403.69
63,62.0,-526.0,58.0,574.0,-628.0,-229.0,0.0,0.0,0.0,0.016,1681843403.77
64,-7.0,-559.0,92.0,-48.0,-498.0,-8.0,0.0,0.0,0.0,0.015,1681843403.85
65,34.0,-488.0,25.0,-252.0,-473.0,39.0,0.0,0.0,0.0,0.015,1681843403.93
66,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843404.00
67,45.0,-486.0,3.0,50.0,-300.0,154.0,0.0,0.0,0.0,0.015,1681843404.08
68,42.0,-513.0,59.0,-214.0,-164.0,445.0,0.0,0.0,0.0,0.015,1681843404.16
69,21.0,-505.0,69.0,-423.0,-191.0,527.0,0.0,0.0,0.0,0.016,1681843404.24
70,-31.0,-478.0,65.0,-569.0,-774.0,507.0,0.0,0.0,0.0,0.016,1681843404.32
71,-58.0,-516.0,18.0,-328.0,-484.0,620.0,0.0,0.0,0.0,0.015,1681843404.40
72,-152.0,-529.0,-13.0,-149.0,-697.0,-253.0,0.0,0.0,0.0,0.015,1681843404.48
73,-39.0,-502.0,-50.0,106.0,-664.0,-27.0,0.0,0.0,0.0,0.015,1681843404.56
74,-67.0,-405.0,-109.0,-630.0,-47.0,540.0,0.0,0.0,0.0,0.016,1681843404.64
75,-82.0,-501.0,-83.0,-694.0,-192.0,351.0,0.0,0.0,0.0,0.015,1681843404.72
76,-134.0,-447.0,-192.0,22.0,-390.0,224.0,0.0,0.0,0.0,0.015,1681843404.80
77,-142.0,-553.0,-92.0,147.0,122.0,-66.0,0.0,0.0,0.0,0.016,1681843404.88
78,-68.0,-486.0,-57.0,134.0,-115.0,-88.0,0.0,0.0,0.0,0.016,1681843404.96
79,-60.0,-420.0,-43.0,-23.0,-159.0,269.0,0.0,0.0,0.0,0.016,1681843405.04
80,-81.0,-379.0,-49.0,371.0,-200.0,395.0,0.0,0.0,0.0,0.016,1681843405.12
81,-84.0,-439.0,4.0,506.0,-329.0,468.0,0.0,0.0,0.0,0.015,1681843405.20
82,-92.0,-432.0,6.0,506.0,-622.0,605.0,0.0,0.0,0.0,0.015,1681843405.28
83,-140.0,-445.0,30.0,617.0,-861.0,725.0,0.0,0.0,0.0,0.015,1681843405.36
84,-207.0,-414.0,41.0,886.0,-913.0,442.0,0.0,0.0,0.0,0.016,1681843405.44
85,,,,,,,,,,,
86,-252.0,-377.0,96.0,628.0,-438.0,539.0,0.0,0.0,0.0,0.015,1681843405.57
87,-238.0,-379.0,156.0,594.0,-277.0,782.0,0.0,0.0,0.0,0.016,1681843405.65
88,-238.0,-387.0,228.0,580.0,-380.0,503.0,0.0,0.0,0.0,0.015,1681843405.72
89,-300.0,-328.0,218.0,352.0,-241.0,837.0,0.0,0.0,0.0,0.015,1681843405.81
90,-290.0,-321.0,254.0,347.0,-827.0,662.0,0.0,0.0,0.0,0.016,1681843405.89
91,-330.0,-239.0,270.0,653.0,-675.0,241.0,0.0,0.0,0.0,0.016,1681843405.97
92,-343.0,-259.0,303.0,632.0,-634.0,433.0,0.0,0.0,0.0,0.016,1681843406.05
93,-308.0,-260.0,333.0,273.0,-43.0,626.0,0.0,0.0,0.0,0.015,1681843406.13
94,-293.0,-224.0,323.0,255.0,-244.0,716.0,0.0,0.0,0.0,0.015,1681843406.20
95,-236.0,-219.0,344.0,752.0,-535.0,152.0,0.0,0.0,0.0,0.015,1681843406.29
96,-285.0,-171.0,409.0,472.0,-442.0,188.0,0.0,0.0,0.0,0.015,1681843406.37
97,-336.0,-169.0,367.0,89.0,-319.0,536.0,0.0,0.0,0.0,0.015,1681843406.45
98,-293.0,-181.0,485.0,250.0,-293.0,143.0,0.0,0.0,0.0,0.016,1681843406.53
99,-271.0,-102.0,466.0,322.0,-173.0,416.0,0.0,0.0,0.0,0.016,1681843406.61
100,-240.0,-182.0,512.0,89.0,-339.0,358.0,0.0,0.0,0.0,0.015,1681843406.68
101,-324.0,-113.0,423.0,76.0,-111.0,103.0,0.0,0.0,0.0,0.015,1681843406.77
102,-231.0,-86.0,433.0,117.0,-282.0,-81.0,0.0,0.0,0.0,0.016,1681843406.85
103,-287.0,-110.0,443.0,31.0,-251.0,-57.0,0.0,0.0,0.0,0.016,1681843406.93
104,-276.0,-101.0,450.0,73.0,73.0,-249.0,0.0,0.0,0.0,0.015,1681843407.00
105,-242.0,-62.0,414.0,23.0,212.0,-146.0,0.0,0.0,0.0,0.015,1681843407.09
106,-329.0,42.0,311.0,241.0,24.0,315.0,0.0,0.0,0.0,0.015,1681843407.17
107,-278.0,-77.0,441.0,304.0,210.0,8.0,0.0,0.0,0.0,0.016,1681843407.25
108,-202.0,-34.0,455.0,352.0,318.0,-260.0,0.0,0.0,0.0,0.016,1681843407.33
109,-180.0,-65.0,445.0,174.0,277.0,-410.0,0.0,0.0,0.0,0.015,1681843407.40
110,-146.0,-36.0,425.0,363.0,-118.0,-756.0,0.0,0.0,0.0,0.015,1681843407.49
111,-236.0,-67.0,442.0,242.0,153.0,-261.0,0.0,0.0,0.0,0.015,1681843407.57
112,-316.0,-67.0,409.0,-95.0,600.0,232.0,0.0,0.0,0.0,0.015,1681843407.65
113,-286.0,27.0,405.0,260.0,157.0,-798.0,0.0,0.0,0.0,0.015,1681843407.73
114,-237.0,35.0,410.0,277.0,374.0,-236.0,0.0,0.0,0.0,0.015,1681843407.81
115,-163.0,-2.0,501.0,466.0,38.0,-1044.0,0.0,0.0,0.0,0.016,1681843407.89
116,-123.0,40.0,511.0,566.0,-261.0,-949.0,0.0,0.0,0.0,0.016,1681843407.97
117,-192.0,-47.0,526.0,72.0,-204.0,-417.0,0.0,0.0,0.0,0.016,1681843408.05
118,-200.0,-119.0,557.0,-1175.0,-1231.0,881.0,0.0,0.0,0.0,0.015,1681843408.13
119,-277.0,-130.0,550.0,-177.0,-909.0,771.0,0.0,0.0,0.0,0.015,1681843408.21
120,-276.0,-52.0,500.0,-159.0,-188.0,368.0,0.0,0.0,0.0,0.015,1681843408.29
121,-57.0,85.0,528.0,814.0,-309.0,1581.0,0.0,0.0,0.0,0.016,1681843408.37
122,-55.0,-20.0,490.0,-109.0,36.0,521.0,0.0,0.0,0.0,0.016,1681843408.45
123,,,,,,,,,,,
124,,,,,,,,,,,
125,,,,,,,,,,,
126,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843408.57
127,,,,,,,,,,,
128,-104.0,-33.0,464.0,-719.0,-811.0,-348.0,0.0,0.0,0.0,0.015,1681843408.73
129,,,,,,,,,,,
130,-59.0,-94.0,386.0,-469.0,89.0,-166.0,0.0,0.0,0.0,0.015,1681843408.89
131,-49.0,-156.0,381.0,-70.0,255.0,504.0,0.0,0.0,0.0,0.016,1681843408.97
132,-82.0,-177.0,419.0,-40.0,729.0,749.0,0.0,0.0,0.0,0.016,1681843409.05
133,-96.0,-154.0,415.0,-172.0,-19.0,260.0,0.0,0.0,0.0,0.015,1681843409.13
134,-111.0,-135.0,395.0,15.0,-195.0,253.0,0.0,0.0,0.0,0.016,1681843409.21
135,-121.0,-155.0,415.0,-15.0,-95.0,-9.0,0.0,0.0,0.0,0.016,1681843409.29
136,-155.0,-161.0,413.0,99.0,403.0,131.0,0.0,0.0,0.0,0.015,1681843409.37
137,-188.0,-172.0,397.0,145.0,-776.0,291.0,0.0,0.0,0.0,0.015,1681843409.45
138,-184.0,-134.0,464.0,249.0,-87.0,302.0,0.0,0.0,0.0,0.015,1681843409.53
139,-169.0,-94.0,427.0,427.0,192.0,-32.0,0.0,0.0,0.0,0.015,1681843409.61
140,-156.0,-104.0,445.0,563.0,294.0,146.0,0.0,0.0,0.0,0.016,1681843409.69
141,-164.0,-115.0,461.0,639.0,426.0,-72.0,0.0,0.0,0.0,0.016,1681843409.77
142,,,,,,,,,,,
143,-186.0,-72.0,456.0,422.0,575.0,-287.0,0.0,0.0,0.0,0.0,1681843409.86
144,,,,,,,,,,,
145,-112.0,-21.0,388.0,-114.0,-311.0,-866.0,0.0,0.0,0.0,0.015,1681843410.01
146,-137.0,-80.0,486.0,253.0,-218.0,-597.0,0.0,0.0,0.0,0.015,1681843410.09
147,-137.0,-50.0,467.0,222.0,-148.0,-545.0,0.0,0.0,0.0,0.015,1681843410.17
148,-104.0,-68.0,486.0,200.0,-141.0,-577.0,0.0,0.0,0.0,0.015,1681843410.25
149,-103.0,-70.0,491.0,0.0,-216.0,-606.0,0.0,0.0,0.0,0.015,1681843410.33
150,-98.0,-75.0,498.0,94.0,154.0,-404.0,0.0,0.0,0.0,0.016,1681843410.41
151,-81.0,-99.0,485.0,-82.0,289.0,-438.0,0.0,0.0,0.0,0.015,1681843410.49
152,-104.0,-104.0,483.0,131.0,265.0,-162.0,0.0,0.0,0.0,0.015,1681843410.57
153,-119.0,-88.0,459.0,-10.0,-42.0,-127.0,0.0,0.0,0.0,0.016,1681843410.65
154,-114.0,-42.0,460.0,76.0,-4.0,-82.0,0.0,0.0,0.0,0.015,1681843410.73
155,-97.0,-57.0,479.0,47.0,-51.0,-96.0,0.0,0.0,0.0,0.016,1681843410.81
156,-120.0,-88.0,485.0,82.0,-65.0,34.0,0.0,0.0,0.0,0.016,1681843410.89
157,-150.0,-68.0,500.0,-65.0,102.0,25.0,0.0,0.0,0.0,0.015,1681843410.97
158,-134.0,-39.0,484.0,-87.0,118.0,-144.0,0.0,0.0,0.0,0.015,1681843411.05
159,-100.0,-101.0,475.0,-69.0,122.0,30.0,0.0,0.0,0.0,0.015,1681843411.13
160,-91.0,-97.0,482.0,-134.0,-38.0,103.0,0.0,0.0,0.0,0.015,1681843411.21
161,,,,,,,,,,,
162,,,,,,,,,,,
163,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843411.34
164,,,,,,,,,,,
165,-73.0,-76.0,496.0,-254.0,20.0,348.0,0.0,0.0,0.0,0.015,1681843411.50
166,-25.0,-85.0,396.0,-246.0,305.0,436.0,0.0,0.0,0.0,0.016,1681843411.58
167,-87.0,-131.0,446.0,-109.0,-478.0,1098.0,0.0,0.0,0.0,0.016,1681843411.66
168,-122.0,-99.0,466.0,-394.0,-959.0,469.0,0.0,0.0,0.0,0.016,1681843411.74
169,-9.0,-155.0,353.0,-104.0,-1454.0,199.0,0.0,0.0,0.0,0.016,1681843411.82
170,-215.0,-70.0,550.0,358.0,-750.0,1293.0,0.0,0.0,0.0,0.016,1681843411.90
171,-141.0,-98.0,569.0,21.0,-387.0,316.0,0.0,0.0,0.0,0.016,1681843411.98
172,-79.0,-106.0,498.0,33.0,-31.0,247.0,0.0,0.0,0.0,0.016,1681843412.06
173,-32.0,-110.0,478.0,32.0,241.0,308.0,0.0,0.0,0.0,0.016,1681843412.14
174,-24.0,-117.0,488.0,7.0,322.0,177.0,0.0,0.0,0.0,0.016,1681843412.22
175,0.0,-159.0,411.0,94.0,282.0,196.0,0.0,0.0,0.0,0.016,1681843412.30
176,-112.0,-95.0,504.0,-123.0,135.0,-347.0,0.0,0.0,0.0,0.016,1681843412.38
177,-107.0,-93.0,560.0,-747.0,514.0,-218.0,0.0,0.0,0.0,0.016,1681843412.46
178,-61.0,-212.0,596.0,-1043.0,701.0,86.0,0.0,0.0,0.0,0.016,1681843412.54
179,-125.0,-167.0,512.0,-511.0,9.0,350.0,0.0,0.0,0.0,0.016,1681843412.62
180,,,,,,,,,,,
181,-45.0,-292.0,413.0,-62.0,-46.0,-363.0,0.0,0.0,0.0,0.016,1681843412.78
182,-138.0,-206.0,344.0,221.0,457.0,-358.0,0.0,0.0,0.0,0.016,1681843412.86
183,-136.0,-239.0,431.0,426.0,515.0,-209.0,0.0,0.0,0.0,0.016,1681843412.94
184,-62.0,-258.0,382.0,189.0,-177.0,-321.0,0.0,0.0,0.0,0.016,1681843413.02
185,-150.0,-212.0,485.0,261.0,96.0,-149.0,0.0,0.0,0.0,0.016,1681843413.10
186,-52.0,-230.0,414.0,147.0,130.0,-296.0,0.0,0.0,0.0,0.016,1681843413.18
187,-71.0,-202.0,397.0,-487.0,-94.0,-572.0,0.0,0.0,0.0,0.016,1681843413.26
188,-104.0,-203.0,436.0,323.0,61.0,20.0,0.0,0.0,0.0,0.016,1681843413.34
189,-73.0,-229.0,418.0,-13.0,255.0,-12.0,0.0,0.0,0.0,0.016,1681843413.42
190,-103.0,-230.0,429.0,-38.0,300.0,37.0,0.0,0.0,0.0,0.016,1681843413.50
191,-130.0,-214.0,391.0,-103.0,266.0,-63.0,0.0,0.0,0.0,0.016,1681843413.58
192,-162.0,-221.0,420.0,52.0,340.0,-80.0,0.0,0.0,0.0,0.016,1681843413.66
193,-162.0,-199.0,383.0,-316.0,893.0,-163.0,0.0,0.0,0.0,0.016,1681843413.74
194,-106.0,-218.0,306.0,-1635.0,464.0,-757.0,0.0,0.0,0.0,0.016,1681843413.82
195,-78.0,-272.0,321.0,1.0,179.0,-110.0,0.0,0.0,0.0,0.016,1681843413.90
196,-107.0,-271.0,326.0,541.0,-211.0,104.0,0.0,0.0,0.0,0.016,1681843413.98
197,-138.0,-262.0,363.0,453.0,-285.0,24.0,0.0,0.0,0.0,0.016,1681843414.06
198,-96.0,-275.0,385.0,441.0,-291.0,40.0,0.0,0.0,0.0,0.016,1681843414.14
199,-95.0,-244.0,396.0,439.0,-318.0,107.0,0.0,0.0,0.0,0.016,1681843414.22
200,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843414.29
201,-97.0,-216.0,396.0,436.0,-199.0,229.0,0.0,0.0,0.0,0.016,1681843414.37
202,-124.0,-190.0,423.0,404.0,-304.0,183.0,0.0,0.0,0.0,0.016,1681843414.45
203,-99.0,-189.0,427.0,365.0,-177.0,251.0,0.0,0.0,0.0,0.015,1681843414.53
204,-116.0,-177.0,428.0,258.0,-172.0,152.0,0.0,0.0,0.0,0.016,1681843414.61
205,-83.0,-177.0,432.0,53.0,-52.0,-83.0,0.0,0.0,0.0,0.016,1681843414.69
206,-75.0,-157.0,404.0,-23.0,-60.0,-217.0,0.0,0.0,0.0,0.016,1681843414.77
207,-85.0,-157.0,384.0,-69.0,-34.0,-375.0,0.0,0.0,0.0,0.016,1681843414.85
208,-56.0,-162.0,401.0,-22.0,183.0,-157.0,0.0,0.0,0.0,0.016,1681843414.93
209,-65.0,-217.0,479.0,-331.0,216.0,-102.0,0.0,0.0,0.0,0.016,1681843415.01
210,-88.0,-206.0,473.0,-390.0,437.0,57.0,0.0,0.0,0.0,0.016,1681843415.09
211,-93.0,-215.0,418.0,-370.0,123.0,91.0,0.0,0.0,0.0,0.016,1681843415.17
212,-102.0,-203.0,467.0,80.0,528.0,-97.0,0.0,0.0,0.0,0.016,1681843415.25
213,-153.0,-240.0,434.0,533.0,130.0,98.0,0.0,0.0,0.0,0.016,1681843415.33
214,-154.0,-261.0,507.0,1002.0,694.0,64.0,0.0,0.0,0.0,0.016,1681843415.41
215,-98.0,-175.0,544.0,563.0,-938.0,255.0,0.0,0.0,0.0,0.016,1681843415.49
216,-194.0,-227.0,473.0,510.0,-115.0,413.0,0.0,0.0,0.0,0.016,1681843415.57
217,-81.0,-127.0,424.0,-309.0,-92.0,-235.0,0.0,0.0,0.0,0.016,1681843415.65
218,-134.0,-188.0,433.0,426.0,-72.0,198.0,0.0,0.0,0.0,0.016,1681843415.73
219,,,,,,,,,,,
220,,,,,,,,,,,
221,-186.0,-146.0,490.0,134.0,-179.0,-391.0,0.0,0.0,0.0,0.015,1681843415.90
222,-153.0,-173.0,491.0,197.0,127.0,-940.0,0.0,0.0,0.0,0.016,1681843415.98
223,-85.0,-177.0,448.0,-134.0,228.0,-790.0,0.0,0.0,0.0,0.016,1681843416.06
224,-90.0,-149.0,428.0,-237.0,181.0,-899.0,0.0,0.0,0.0,0.016,1681843416.14
225,-52.0,-140.0,394.0,-462.0,655.0,-1222.0,0.0,0.0,0.0,0.016,1681843416.22
226,-28.0,-160.0,384.0,33.0,-143.0,-1048.0,0.0,0.0,0.0,0.016,1681843416.30
227,-4.0,-209.0,411.0,-174.0,1029.0,-645.0,0.0,0.0,0.0,0.016,1681843416.38
228,-58.0,-127.0,488.0,296.0,-923.0,-1604.0,0.0,0.0,0.0,0.016,1681843416.46
229,97.0,-92.0,276.0,-484.0,-755.0,-2053.0,0.0,0.0,0.0,0.016,1681843416.54
230,210.0,-140.0,461.0,304.0,-3090.0,-1707.0,0.0,0.0,0.0,0.016,1681843416.62
231,187.0,-266.0,274.0,378.0,-1962.0,-474.0,0.0,0.0,0.0,0.016,1681843416.70
232,428.0,-93.0,382.0,93.0,-3370.0,-1248.0,0.0,0.0,0.0,0.016,1681843416.78
233,388.0,-85.0,371.0,11.0,-2038.0,-602.0,0.0,0.0,0.0,0.016,1681843416.86
234,395.0,-134.0,115.0,2068.0,-424.0,-416.0,0.0,0.0,0.0,0.016,1681843416.94
235,350.0,-330.0,-155.0,4542.0,1499.0,617.0,0.0,0.0,0.0,0.016,1681843417.02
236,328.0,36.0,405.0,734.0,873.0,75.0,0.0,0.0,0.0,0.016,1681843417.10
237,169.0,73.0,373.0,-44.0,1482.0,468.0,0.0,0.0,0.0,0.016,1681843417.18
238,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,1681843417.25
239,104.0,-43.0,481.0,-329.0,495.0,166.0,0.0,0.0,0.0,0.016,1681843417.33
240,122.0,-46.0,477.0,-257.0,315.0,-50.0,0.0,0.0,0.0,0.016,1681843417.41
241,101.0,-63.0,475.0,-279.0,333.0,-293.0,0.0,0.0,0.0,0.016,1681843417.49
242,94.0,-26.0,480.0,355.0,761.0,49.0,0.0,0.0,0.0,0.016,1681843417.57
243,73.0,-31.0,488.0,262.0,345.0,-281.0,0.0,0.0,0.0,0.016,1681843417.65
244,5.0,-15.0,491.0,-199.0,-27.0,-276.0,0.0,0.0,0.0,0.016,1681843417.73
245,22.0,-67.0,488.0,-57.0,-9.0,-28.0,0.0,0.0,0.0,0.016,1681843417.81
246,30.0,-66.0,491.0,280.0,-441.0,305.0,0.0,0.0,0.0,0.016,1681843417.89
247,65.0,-70.0,484.0,143.0,-64.0,194.0,0.0,0.0,0.0,0.016,1681843417.97
248,54.0,-52.0,497.0,414.0,107.0,112.0,0.0,0.0,0.0,0.016,1681843418.05
249,43.0,-37.0,483.0,30.0,396.0,-28.0,0.0,0.0,0.0,0.016,1681843418.13
250,43.0,-34.0,483.0,83.0,243.0,-110.0,0.0,0.0,0.0,0.016,1681843418.21
251,16.0,-36.0,489.0,555.0,393.0,482.0,0.0,0.0,0.0,0.016,1681843418.29
252,35.0,-35.0,484.0,285.0,342.0,297.0,0.0,0.0,0.0,0.016,1681843418.37
253,18.0,-31.0,489.0,-34.0,174.0,119.0,0.0,0.0,0.0,0.016,1681843418.45
254,-9.0,-17.0,495.0,203.0,299.0,195.0,0.0,0.0,0.0,0.016,1681843418.53
255,-19.0,-16.0,501.0,-25.0,-4.0,-17.0,0.0,0.0,0.0,0.016,1681843418.61
256,-15.0,-13.0,492.0,-15.0,-51.0,-51.0,0.0,0.0,0.0,0.015,1681843418.69
257,,,,,,,,,,,
258,,,,,,,,,,,
259,,,,,,,,,,,
260,,,,,,,,,,,
261,-13.0,-12.0,491.0,4.0,19.0,-34.0,0.0,0.0,0.0,0.015,1681843418.88
262,,,,,,,,,,,
263,,,,,,,,,,,
264,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843419.12
265,-16.0,-11.0,494.0,15.0,29.0,-21.0,0.0,0.0,0.0,0.016,1681843419.20
266,-16.0,-11.0,494.0,4.0,7.0,-35.0,0.0,0.0,0.0,0.016,1681843419.28
267,-15.0,-13.0,493.0,9.0,16.0,-28.0,0.0,0.0,0.0,0.016,1681843419.36
268,-15.0,-11.0,492.0,8.0,18.0,-29.0,0.0,0.0,0.0,0.016,1681843419.44
269,-15.0,-11.0,494.0,9.0,16.0,-27.0,0.0,0.0,0.0,0.016,1681843419.52
270,-16.0,-11.0,494.0,10.0,23.0,-24.0,0.0,0.0,0.0,0.016,1681843419.60
271,-17.0,-11.0,494.0,6.0,14.0,-26.0,0.0,0.0,0.0,0.016,1681843419.68
272,-17.0,-10.0,492.0,15.0,33.0,-28.0,0.0,0.0,0.0,0.016,1681843419.76
273,-17.0,-10.0,494.0,9.0,13.0,-26.0,0.0,0.0,0.0,0.016,1681843419.84
274,-17.0,-11.0,495.0,9.0,15.0,-28.0,0.0,0.0,0.0,0.016,1681843419.92
275,-17.0,-10.0,492.0,11.0,20.0,-26.0,0.0,0.0,0.0,0.016,1681843420.00
276,,,,,,,,,,,
277,,,,,,,,,,,
278,,,,,,,,,,,
279,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843420.22
280,-18.0,-9.0,493.0,9.0,20.0,-27.0,0.0,0.0,0.0,0.016,1681843420.30
281,-17.0,-11.0,493.0,4.0,10.0,-26.0,0.0,0.0,0.0,0.016,1681843420.38
282,-17.0,-12.0,493.0,12.0,22.0,-26.0,0.0,0.0,0.0,0.016,1681843420.46
283,-18.0,-10.0,492.0,15.0,22.0,-34.0,0.0,0.0,0.0,0.016,1681843420.54
284,-16.0,-11.0,495.0,9.0,74.0,-28.0,0.0,0.0,0.0,0.016,1681843420.62
285,-21.0,-11.0,492.0,15.0,17.0,-27.0,0.0,0.0,0.0,0.016,1681843420.70
286,-13.0,-12.0,493.0,14.0,41.0,-19.0,0.0,0.0,0.0,0.016,1681843420.78
