,ax,ay,az,gx,gy,gz,mx,my,mz,elapsed,timestamp
1400,140.0,-9.0,493.0,151.0,568.0,50.0,0.0,0.0,0.0,0.015,1681843505.52
1401,101.0,27.0,466.0,-146.0,-20.0,30.0,0.0,0.0,0.0,0.015,1681843505.60
1402,117.0,9.0,458.0,18.0,3.0,-29.0,0.0,0.0,0.0,0.015,1681843505.68
1403,71.0,-20.0,533.0,401.0,183.0,72.0,0.0,0.0,0.0,0.015,1681843505.76
1404,138.0,-15.0,557.0,-140.0,139.0,-28.0,0.0,0.0,0.0,0.015,1681843505.84
1405,,,,,,,,,,,
1406,71.0,36.0,476.0,-201.0,28.0,-200.0,0.0,0.0,0.0,0.015,1681843506.00
1407,-4.0,14.0,450.0,-151.0,39.0,-517.0,0.0,0.0,0.0,0.015,1681843506.08
1408,59.0,-18.0,434.0,-98.0,268.0,-720.0,0.0,0.0,0.0,0.015,1681843506.16
1409,169.0,0.0,547.0,93.0,-1090.0,-759.0,0.0,0.0,0.0,0.015,1681843506.24
1410,-11.0,16.0,461.0,-410.0,75.0,-155.0,0.0,0.0,0.0,0.015,1681843506.32
1411,98.0,-19.0,467.0,129.0,487.0,-176.0,0.0,0.0,0.0,0.015,1681843506.40
1412,19.0,-5.0,461.0,141.0,46.0,-517.0,0.0,0.0,0.0,0.015,1681843506.48
1413,188.0,-30.0,475.0,126.0,-175.0,-580.0,0.0,0.0,0.0,0.015,1681843506.56
1414,112.0,9.0,494.0,-8.0,125.0,-370.0,0.0,0.0,0.0,0.015,1681843506.64
1415,67.0,23.0,469.0,3.0,65.0,-326.0,0.0,0.0,0.0,0.015,1681843506.72
1416,109.0,-2.0,472.0,129.0,240.0,-204.0,0.0,0.0,0.0,0.015,1681843506.80
1417,75.0,-6.0,521.0,14.0,-121.0,-445.0,0.0,0.0,0.0,0.015,1681843506.88
1418,70.0,12.0,511.0,54.0,14.0,-410.0,0.0,0.0,0.0,0.015,1681843506.96
1419,109.0,6.0,467.0,36.0,6.0,-296.0,0.0,0.0,0.0,0.016,1681843507.04
1420,78.0,25.0,461.0,82.0,86.0,-305.0,0.0,0.0,0.0,0.015,1681843507.12
1421,83.0,39.0,466.0,163.0,40.0,-331.0,0.0,0.0,0.0,0.015,1681843507.20
1422,100.0,36.0,480.0,-102.0,139.0,-281.0,0.0,0.0,0.0,0.015,1681843507.28
1423,84.0,34.0,453.0,-290.0,-77.0,-350.0,0.0,0.0,0.0,0.015,1681843507.36
1424,102.0,30.0,474.0,315.0,251.0,-163.0,0.0,0.0,0.0,0.015,1681843507.44
1425,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.014,1681843507.50
1426,97.0,40.0,515.0,155.0,329.0,-177.0,0.0,0.0,0.0,0.015,1681843507.58
1427,92.0,41.0,521.0,122.0,112.0,-138.0,0.0,0.0,0.0,0.015,1681843507.66
1428,91.0,64.0,483.0,8.0,-111.0,-161.0,0.0,0.0,0.0,0.015,1681843507.74
1429,91.0,67.0,481.0,-310.0,-36.0,-136.0,0.0,0.0,0.0,0.015,1681843507.82
1430,78.0,49.0,504.0,-164.0,51.0,-73.0,0.0,0.0,0.0,0.016,1681843507.90
1431,55.0,34.0,481.0,-135.0,116.0,-42.0,0.0,0.0,0.0,0.015,1681843507.98
1432,67.0,20.0,481.0,-57.0,12.0,-87.0,0.0,0.0,0.0,0.015,1681843508.06
1433,78.0,18.0,532.0,-38.0,178.0,9.0,0.0,0.0,0.0,0.015,1681843508.14
1434,32.0,7.0,597.0,-157.0,440.0,57.0,0.0,0.0,0.0,0.015,1681843508.22
1435,123.0,3.0,577.0,-520.0,-854.0,198.0,0.0,0.0,0.0,0.015,1681843508.30
1436,143.0,10.0,629.0,-715.0,-69.0,720.0,0.0,0.0,0.0,0.015,1681843508.38
1437,12.0,31.0,575.0,-1932.0,2139.0,217.0,0.0,0.0,0.0,0.015,1681843508.46
1438,-164.0,-123.0,461.0,-1209.0,402.0,-871.0,0.0,0.0,0.0,0.015,1681843508.54
1439,-149.0,-114.0,490.0,-1318.0,-225.0,-1485.0,0.0,0.0,0.0,0.015,1681843508.62
1440,-22.0,-223.0,335.0,538.0,-367.0,-1448.0,0.0,0.0,0.0,0.015,1681843508.70
1441,22.0,-165.0,445.0,-1327.0,180.0,-2650.0,0.0,0.0,0.0,0.015,1681843508.78
1442,17.0,-232.0,403.0,-1806.0,1002.0,-2498.0,0.0,0.0,0.0,0.015,1681843508.86
1443,-7.0,-343.0,315.0,-54.0,-203.0,-1425.0,0.0,0.0,0.0,0.015,1681843508.94
1444,,,,,,,,,,,
1445,,,,,,,,,,,
1446,171.0,-286.0,310.0,-191.0,-576.0,-623.0,0.0,0.0,0.0,0.015,1681843509.12
1447,205.0,-334.0,307.0,-1101.0,-757.0,415.0,0.0,0.0,0.0,0.015,1681843509.20
1448,154.0,-355.0,199.0,-681.0,-708.0,-37.0,0.0,0.0,0.0,0.015,1681843509.28
1449,265.0,-352.0,216.0,-302.0,27.0,282.0,0.0,0.0,0.0,0.015,1681843509.36
1450,124.0,-315.0,118.0,-1589.0,-442.0,649.0,0.0,0.0,0.0,0.015,1681843509.44
1451,-33.0,-212.0,-86.0,406.0,-287.0,-1393.0,0.0,0.0,0.0,0.015,1681843509.52
1452,246.0,-377.0,207.0,60.0,1041.0,265.0,0.0,0.0,0.0,0.015,1681843509.60
1453,204.0,-386.0,218.0,-115.0,285.0,77.0,0.0,0.0,0.0,0.015,1681843509.68
1454,240.0,-406.0,174.0,18.0,-98.0,-245.0,0.0,0.0,0.0,0.015,1681843509.76
1455,237.0,-393.0,189.0,-71.0,54.0,3.0,0.0,0.0,0.0,0.015,1681843509.84
1456,191.0,-392.0,182.0,416.0,201.0,157.0,0.0,0.0,0.0,0.015,1681843509.92
1457,213.0,-395.0,162.0,332.0,68.0,44.0,0.0,0.0,0.0,0.015,1681843510.00
1458,173.0,-388.0,197.0,364.0,212.0,34.0,0.0,0.0,0.0,0.015,1681843510.08
1459,162.0,-385.0,238.0,442.0,313.0,175.0,0.0,0.0,0.0,0.015,1681843510.16
1460,152.0,-354.0,221.0,563.0,175.0,190.0,0.0,0.0,0.0,0.015,1681843510.24
1461,149.0,-350.0,245.0,629.0,375.0,491.0,0.0,0.0,0.0,0.015,1681843510.32
1462,102.0,-354.0,312.0,643.0,295.0,388.0,0.0,0.0,0.0,0.015,1681843510.40
1463,,,,,,,,,,,
1464,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.014,1681843510.53
1465,54.0,-314.0,284.0,352.0,289.0,499.0,0.0,0.0,0.0,0.015,1681843510.60
1466,54.0,-287.0,326.0,556.0,169.0,366.0,0.0,0.0,0.0,0.014,1681843510.68
1467,34.0,-282.0,319.0,696.0,131.0,420.0,0.0,0.0,0.0,0.015,1681843510.76
1468,9.0,-267.0,335.0,982.0,715.0,654.0,0.0,0.0,0.0,0.015,1681843510.84
1469,-43.0,-240.0,430.0,1010.0,-141.0,429.0,0.0,0.0,0.0,0.015,1681843510.93
1470,-97.0,-207.0,433.0,725.0,241.0,538.0,0.0,0.0,0.0,0.015,1681843511.00
1471,-59.0,-205.0,395.0,1033.0,532.0,867.0,0.0,0.0,0.0,0.015,1681843511.08
1472,-81.0,-146.0,449.0,1241.0,-453.0,990.0,0.0,0.0,0.0,0.015,1681843511.16
1473,-111.0,-74.0,514.0,979.0,8.0,390.0,0.0,0.0,0.0,0.015,1681843511.24
1474,-76.0,-44.0,469.0,990.0,56.0,504.0,0.0,0.0,0.0,0.015,1681843511.32
1475,-84.0,-10.0,484.0,622.0,172.0,303.0,0.0,0.0,0.0,0.015,1681843511.41
1476,-86.0,33.0,428.0,975.0,664.0,385.0,0.0,0.0,0.0,0.015,1681843511.48
1477,-75.0,49.0,457.0,908.0,-256.0,539.0,0.0,0.0,0.0,0.015,1681843511.56
1478,-72.0,100.0,435.0,857.0,-764.0,586.0,0.0,0.0,0.0,0.015,1681843511.64
1479,-94.0,181.0,496.0,613.0,-217.0,156.0,0.0,0.0,0.0,0.015,1681843511.72
1480,-55.0,196.0,462.0,589.0,-207.0,-192.0,0.0,0.0,0.0,0.015,1681843511.80
1481,-23.0,232.0,529.0,511.0,-122.0,-154.0,0.0,0.0,0.0,0.015,1681843511.88
1482,,,,,,,,,,,
1483,,,,,,,,,,,
1484,,,,,,,,,,,
1485,,,,,,,,,,,
1486,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843512.06
1487,,,,,,,,,,,
1488,40.0,271.0,484.0,-939.0,-299.0,-371.0,0.0,0.0,0.0,0.015,1681843512.22
1489,,,,,,,,,,,
1490,18.0,224.0,468.0,-775.0,-101.0,-48.0,0.0,0.0,0.0,0.015,1681843512.38
1491,148.0,148.0,497.0,-951.0,-2272.0,217.0,0.0,0.0,0.0,0.015,1681843512.46
1492,256.0,174.0,493.0,677.0,-3470.0,95.0,0.0,0.0,0.0,0.015,1681843512.54
1493,238.0,219.0,451.0,101.0,-4341.0,28.0,0.0,0.0,0.0,0.015,1681843512.62
1494,614.0,366.0,325.0,-223.0,-113.0,693.0,0.0,0.0,0.0,0.015,1681843512.70
1495,451.0,226.0,119.0,334.0,3856.0,-514.0,0.0,0.0,0.0,0.015,1681843512.78
1496,200.0,275.0,512.0,-2572.0,7534.0,-2684.0,0.0,0.0,0.0,0.015,1681843512.86
1497,132.0,168.0,296.0,-796.0,-1080.0,446.0,0.0,0.0,0.0,0.015,1681843512.94
1498,68.0,147.0,452.0,307.0,2090.0,-412.0,0.0,0.0,0.0,0.015,1681843513.02
1499,131.0,162.0,458.0,-1653.0,-788.0,-162.0,0.0,0.0,0.0,0.015,1681843513.10
1500,69.0,113.0,503.0,-546.0,-846.0,-35.0,0.0,0.0,0.0,0.015,1681843513.18
1501,,,,,,,,,,,
1502,,,,,,,,,,,
1503,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843513.31
1504,,,,,,,,,,,
1505,100.0,81.0,486.0,232.0,160.0,-427.0,0.0,0.0,0.0,0.015,1681843513.47
1506,114.0,114.0,466.0,238.0,-169.0,-239.0,0.0,0.0,0.0,0.015,1681843513.55
1507,166.0,136.0,562.0,282.0,615.0,-69.0,0.0,0.0,0.0,0.015,1681843513.63
1508,27.0,-97.0,234.0,-498.0,1371.0,898.0,0.0,0.0,0.0,0.015,1681843513.71
1509,-47.0,45.0,547.0,236.0,1006.0,7.0,0.0,0.0,0.0,0.015,1681843513.79
1510,28.0,66.0,502.0,150.0,294.0,284.0,0.0,0.0,0.0,0.015,1681843513.87
1511,-62.0,138.0,495.0,-72.0,481.0,70.0,0.0,0.0,0.0,0.015,1681843513.95
1512,-65.0,112.0,506.0,-18.0,539.0,-21.0,0.0,0.0,0.0,0.015,1681843514.03
1513,-87.0,99.0,507.0,-205.0,624.0,136.0,0.0,0.0,0.0,0.015,1681843514.11
1514,-105.0,36.0,536.0,106.0,711.0,396.0,0.0,0.0,0.0,0.015,1681843514.19
1515,-138.0,39.0,526.0,-606.0,147.0,70.0,0.0,0.0,0.0,0.015,1681843514.27
1516,-163.0,51.0,517.0,-476.0,555.0,-4.0,0.0,0.0,0.0,0.015,1681843514.35
1517,-198.0,68.0,510.0,-180.0,865.0,-533.0,0.0,0.0,0.0,0.015,1681843514.43
1518,-118.0,119.0,496.0,2735.0,-967.0,-651.0,0.0,0.0,0.0,0.015,1681843514.51
1519,-178.0,99.0,387.0,150.0,-346.0,-457.0,0.0,0.0,0.0,0.015,1681843514.59
1520,,,,,,,,,,,
1521,,,,,,,,,,,
1522,,,,,,,,,,,
1523,-163.0,14.0,380.0,-437.0,-372.0,-599.0,0.0,0.0,0.0,0.015,1681843514.85
1524,-122.0,-25.0,412.0,-651.0,-264.0,-291.0,0.0,0.0,0.0,0.015,1681843514.93
1525,-121.0,-76.0,463.0,-407.0,-321.0,-509.0,0.0,0.0,0.0,0.015,1681843515.01
1526,-128.0,-112.0,478.0,-196.0,-593.0,-544.0,0.0,0.0,0.0,0.015,1681843515.09
1527,-94.0,-169.0,502.0,-235.0,-39.0,-1101.0,0.0,0.0,0.0,0.015,1681843515.17
1528,-102.0,-117.0,483.0,-499.0,-177.0,-356.0,0.0,0.0,0.0,0.015,1681843515.25
1529,-93.0,-136.0,474.0,-694.0,-297.0,-489.0,0.0,0.0,0.0,0.015,1681843515.33
1530,-69.0,-157.0,460.0,-324.0,-334.0,-419.0,0.0,0.0,0.0,0.015,1681843515.41
1531,-6.0,-181.0,468.0,-567.0,-344.0,-376.0,0.0,0.0,0.0,0.015,1681843515.49
1532,-25.0,-200.0,428.0,-336.0,-814.0,-514.0,0.0,0.0,0.0,0.015,1681843515.57
1533,21.0,-205.0,454.0,-108.0,-586.0,-150.0,0.0,0.0,0.0,0.015,1681843515.65
1534,85.0,-199.0,419.0,-435.0,-220.0,-193.0,0.0,0.0,0.0,0.015,1681843515.73
1535,136.0,-284.0,428.0,-2734.0,-8.0,-607.0,0.0,0.0,0.0,0.015,1681843515.81
1536,58.0,-261.0,372.0,-191.0,-537.0,-602.0,0.0,0.0,0.0,0.015,1681843515.89
1537,236.0,-262.0,436.0,-567.0,-380.0,648.0,0.0,0.0,0.0,0.015,1681843515.97
1538,138.0,-277.0,388.0,-367.0,-185.0,208.0,0.0,0.0,0.0,0.015,1681843516.05
1539,,,,,,,,,,,
1540,,,,,,,,,,,
1541,220.0,-305.0,340.0,-977.0,-85.0,-624.0,0.0,0.0,0.0,0.015,1681843516.25
1542,267.0,-310.0,265.0,-1236.0,64.0,-67.0,0.0,0.0,0.0,0.015,1681843516.33
1543,184.0,-331.0,184.0,-674.0,19.0,-20.0,0.0,0.0,0.0,0.015,1681843516.41
1544,230.0,-360.0,202.0,-390.0,47.0,328.0,0.0,0.0,0.0,0.015,1681843516.49
1545,211.0,-415.0,226.0,-438.0,342.0,738.0,0.0,0.0,0.0,0.015,1681843516.57
1546,115.0,-412.0,200.0,-431.0,23.0,567.0,0.0,0.0,0.0,0.015,1681843516.65
1547,53.0,-433.0,195.0,-285.0,-10.0,271.0,0.0,0.0,0.0,0.015,1681843516.73
1548,76.0,-418.0,158.0,-252.0,-90.0,37.0,0.0,0.0,0.0,0.015,1681843516.81
1549,121.0,-443.0,165.0,-487.0,-6.0,93.0,0.0,0.0,0.0,0.015,1681843516.89
1550,103.0,-448.0,135.0,-280.0,148.0,-218.0,0.0,0.0,0.0,0.015,1681843516.97
1551,107.0,-455.0,143.0,-292.0,39.0,377.0,0.0,0.0,0.0,0.015,1681843517.05
1552,73.0,-466.0,125.0,174.0,-81.0,-241.0,0.0,0.0,0.0,0.015,1681843517.13
1553,97.0,-452.0,127.0,-59.0,-3.0,27.0,0.0,0.0,0.0,0.015,1681843517.21
1554,83.0,-457.0,121.0,116.0,-15.0,66.0,0.0,0.0,0.0,0.015,1681843517.29
1555,83.0,-470.0,146.0,153.0,29.0,24.0,0.0,0.0,0.0,0.015,1681843517.37
1556,81.0,-484.0,166.0,134.0,5.0,-35.0,0.0,0.0,0.0,0.015,1681843517.45
1557,88.0,-463.0,149.0,1.0,70.0,-1.0,0.0,0.0,0.0,0.015,1681843517.53
1558,88.0,-444.0,131.0,139.0,-70.0,-53.0,0.0,0.0,0.0,0.015,1681843517.61
1559,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843517.68
1560,58.0,-463.0,172.0,209.0,-231.0,-127.0,0.0,0.0,0.0,0.015,1681843517.76
1561,109.0,-446.0,164.0,1134.0,-284.0,-318.0,0.0,0.0,0.0,0.015,1681843517.84
1562,89.0,-433.0,197.0,264.0,-66.0,-125.0,0.0,0.0,0.0,0.015,1681843517.92
1563,99.0,-420.0,175.0,98.0,-10.0,-28.0,0.0,0.0,0.0,0.015,1681843518.00
1564,112.0,-428.0,211.0,515.0,51.0,-14.0,0.0,0.0,0.0,0.015,1681843518.08
1565,86.0,-384.0,198.0,1771.0,383.0,-177.0,0.0,0.0,0.0,0.015,1681843518.16
1566,150.0,-358.0,261.0,588.0,-14.0,-14.0,0.0,0.0,0.0,0.015,1681843518.24
1567,126.0,-342.0,315.0,619.0,218.0,-83.0,0.0,0.0,0.0,0.015,1681843518.32
1568,126.0,-322.0,338.0,427.0,164.0,17.0,0.0,0.0,0.0,0.015,1681843518.40
1569,75.0,-314.0,321.0,694.0,503.0,-14.0,0.0,0.0,0.0,0.015,1681843518.48
1570,97.0,-284.0,365.0,671.0,344.0,-24.0,0.0,0.0,0.0,0.015,1681843518.56
1571,88.0,-267.0,408.0,301.0,336.0,203.0,0.0,0.0,0.0,0.015,1681843518.64
1572,47.0,-236.0,386.0,601.0,364.0,137.0,0.0,0.0,0.0,0.015,1681843518.72
1573,90.0,-221.0,434.0,515.0,608.0,426.0,0.0,0.0,0.0,0.015,1681843518.80
1574,6.0,-181.0,360.0,704.0,1555.0,368.0,0.0,0.0,0.0,0.015,1681843518.88
1575,-35.0,-141.0,415.0,590.0,1890.0,201.0,0.0,0.0,0.0,0.015,1681843518.96
1576,-105.0,-149.0,441.0,611.0,139.0,99.0,0.0,0.0,0.0,0.015,1681843519.04
1577,-231.0,-154.0,456.0,478.0,407.0,-29.0,0.0,0.0,0.0,0.015,1681843519.12
1578,,,,,,,,,,,
1579,,,,,,,,,,,
1580,-118.0,-110.0,499.0,1073.0,-264.0,1307.0,0.0,0.0,0.0,0.015,1681843519.29
1581,-191.0,-37.0,556.0,887.0,-383.0,922.0,0.0,0.0,0.0,0.015,1681843519.37
1582,-116.0,-31.0,567.0,444.0,-320.0,752.0,0.0,0.0,0.0,0.015,1681843519.45
1583,-123.0,1.0,527.0,150.0,-519.0,436.0,0.0,0.0,0.0,0.015,1681843519.53
1584,-121.0,49.0,561.0,110.0,-343.0,284.0,0.0,0.0,0.0,0.015,1681843519.61
1585,-102.0,42.0,482.0,-282.0,210.0,71.0,0.0,0.0,0.0,0.015,1681843519.69
1586,-70.0,36.0,471.0,54.0,-176.0,105.0,0.0,0.0,0.0,0.015,1681843519.77
1587,-81.0,27.0,472.0,57.0,-58.0,52.0,0.0,0.0,0.0,0.015,1681843519.85
1588,-94.0,35.0,440.0,238.0,-260.0,37.0,0.0,0.0,0.0,0.015,1681843519.93
1589,-55.0,33.0,479.0,246.0,-34.0,252.0,0.0,0.0,0.0,0.015,1681843520.01
1590,-92.0,75.0,431.0,7.0,-59.0,74.0,0.0,0.0,0.0,0.015,1681843520.09
1591,-21.0,47.0,401.0,153.0,-1095.0,-219.0,0.0,0.0,0.0,0.015,1681843520.17
1592,108.0,81.0,431.0,-112.0,-1930.0,-198.0,0.0,0.0,0.0,0.015,1681843520.25
1593,-55.0,122.0,535.0,857.0,-596.0,374.0,0.0,0.0,0.0,0.015,1681843520.33
1594,126.0,14.0,599.0,-67.0,-29.0,-230.0,0.0,0.0,0.0,0.015,1681843520.41
1595,109.0,23.0,580.0,334.0,-157.0,-203.0,0.0,0.0,0.0,0.015,1681843520.49
1596,98.0,30.0,553.0,-111.0,20.0,-88.0,0.0,0.0,0.0,0.015,1681843520.57
1597,,,,,,,,,,,
1598,103.0,38.0,498.0,-231.0,60.0,-44.0,0.0,0.0,0.0,0.015,1681843520.70
1599,94.0,39.0,486.0,-172.0,-7.0,-6.0,0.0,0.0,0.0,0.015,1681843520.78
1600,100.0,40.0,475.0,-36.0,-143.0,-71.0,0.0,0.0,0.0,0.015,1681843520.86
1601,119.0,34.0,483.0,-23.0,-220.0,29.0,0.0,0.0,0.0,0.015,1681843520.94
1602,130.0,27.0,456.0,161.0,-432.0,199.0,0.0,0.0,0.0,0.015,1681843521.02
1603,116.0,32.0,473.0,-120.0,89.0,-13.0,0.0,0.0,0.0,0.015,1681843521.10
1604,106.0,23.0,470.0,223.0,-145.0,86.0,0.0,0.0,0.0,0.015,1681843521.18
1605,114.0,8.0,517.0,-150.0,189.0,42.0,0.0,0.0,0.0,0.015,1681843521.26
1606,102.0,43.0,498.0,55.0,215.0,-48.0,0.0,0.0,0.0,0.015,1681843521.34
1607,58.0,47.0,483.0,-77.0,86.0,-271.0,0.0,0.0,0.0,0.015,1681843521.42
1608,32.0,34.0,476.0,-23.0,155.0,-276.0,0.0,0.0,0.0,0.015,1681843521.50
1609,67.0,10.0,503.0,6.0,-58.0,-296.0,0.0,0.0,0.0,0.015,1681843521.58
1610,19.0,30.0,479.0,118.0,131.0,-384.0,0.0,0.0,0.0,0.015,1681843521.66
1611,37.0,69.0,444.0,1036.0,-244.0,-558.0,0.0,0.0,0.0,0.015,1681843521.74
1612,79.0,115.0,465.0,366.0,-86.0,-490.0,0.0,0.0,0.0,0.015,1681843521.82
1613,80.0,127.0,465.0,293.0,-103.0,-496.0,0.0,0.0,0.0,0.015,1681843521.90
1614,68.0,139.0,464.0,147.0,-153.0,-498.0,0.0,0.0,0.0,0.015,1681843521.98
1615,88.0,140.0,449.0,157.0,-19.0,-418.0,0.0,0.0,0.0,0.015,1681843522.06
1616,,,,,,,,,,,
1617,,,,,,,,,,,
1618,,,,,,,,,,,
1619,84.0,161.0,466.0,97.0,-135.0,-366.0,0.0,0.0,0.0,0.0,1681843522.15
1620,,,,,,,,,,,
1621,107.0,188.0,438.0,-39.0,-278.0,-307.0,0.0,0.0,0.0,0.015,1681843522.30
1622,,,,,,,,,,,
1623,,,,,,,,,,,
1624,1500.0,1500.0,1500.0,885.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.015,1681843522.54
1625,64.0,179.0,530.0,-75.0,-900.0,-269.0,0.0,0.0,0.0,0.015,1681843522.62
1626,157.0,199.0,400.0,-359.0,229.0,-239.0,0.0,0.0,0.0,0.015,1681843522.70
1627,145.0,181.0,424.0,-266.0,258.0,-168.0,0.0,0.0,0.0,0.015,1681843522.78
1628,116.0,170.0,460.0,-151.0,356.0,-29.0,0.0,0.0,0.0,0.015,1681843522.86
1629,129.0,171.0,446.0,158.0,-599.0,-46.0,0.0,0.0,0.0,0.015,1681843522.94
1630,142.0,184.0,459.0,-160.0,344.0,-94.0,0.0,0.0,0.0,0.015,1681843523.02
1631,100.0,170.0,440.0,-62.0,14.0,-84.0,0.0,0.0,0.0,0.015,1681843523.10
1632,118.0,157.0,454.0,-9.0,546.0,-68.0,0.0,0.0,0.0,0.015,1681843523.18
1633,85.0,152.0,471.0,-56.0,75.0,-22.0,0.0,0.0,0.0,0.015,1681843523.26
1634,106.0,165.0,461.0,-39.0,90.0,70.0,0.0,0.0,0.0,0.015,1681843523.34
1635,,,,,,,,,,,
1636,,,,,,,,,,,
1637,,,,,,,,,,,
1638,121.0,167.0,483.0,-18.0,198.0,211.0,0.0,0.0,0.0,0.015,1681843523.53
1639,,,,,,,,,,,
1640,113.0,149.0,462.0,42.0,192.0,305.0,0.0,0.0,0.0,0.015,1681843523.69
1641,108.0,150.0,503.0,45.0,186.0,440.0,0.0,0.0,0.0,0.015,1681843523.77
1642,92.0,149.0,480.0,-6.0,205.0,428.0,0.0,0.0,0.0,0.015,1681843523.85
1643,116.0,151.0,498.0,-166.0,260.0,606.0,0.0,0.0,0.0,0.015,1681843523.93
1644,55.0,138.0,450.0,98.0,-14.0,624.0,0.0,0.0,0.0,0.015,1681843524.01
1645,46.0,134.0,441.0,114.0,17.0,638.0,0.0,0.0,0.0,0.015,1681843524.09
1646,-18.0,131.0,501.0,193.0,480.0,463.0,0.0,0.0,0.0,0.015,1681843524.17
1647,33.0,115.0,486.0,115.0,361.0,568.0,0.0,0.0,0.0,0.015,1681843524.25
1648,54.0,121.0,499.0,-63.0,147.0,605.0,0.0,0.0,0.0,0.015,1681843524.33
1649,42.0,131.0,459.0,-2.0,131.0,558.0,0.0,0.0,0.0,0.015,1681843524.41
1650,42.0,122.0,485.0,34.0,194.0,641.0,0.0,0.0,0.0,0.015,1681843524.49
1651,41.0,116.0,500.0,27.0,241.0,642.0,0.0,0.0,0.0,0.015,1681843524.57
1652,31.0,113.0,486.0,-11.0,268.0,550.0,0.0,0.0,0.0,0.015,1681843524.65
1653,30.0,106.0,475.0,-6.0,123.0,447.0,0.0,0.0,0.0,0.015,1681843524.73
1654,,,,,,,,,,,
1655,79.0,72.0,537.0,19.0,58.0,404.0,0.0,0.0,0.0,0.015,1681843524.88
1656,24.0,98.0,488.0,-186.0,51.0,492.0,0.0,0.0,0.0,0.015,1681843524.96
1657,14.0,85.0,500.0,-683.0,-122.0,298.0,0.0,0.0,0.0,0.015,1681843525.04
1658,57.0,87.0,467.0,330.0,-719.0,211.0,0.0,0.0,0.0,0.015,1681843525.12
1659,58.0,94.0,466.0,213.0,-152.0,473.0,0.0,0.0,0.0,0.015,1681843525.20
1660,95.0,80.0,510.0,173.0,-260.0,269.0,0.0,0.0,0.0,0.015,1681843525.28
1661,102.0,94.0,491.0,-2.0,-190.0,224.0,0.0,0.0,0.0,0.015,1681843525.36
1662,108.0,90.0,487.0,69.0,-57.0,344.0,0.0,0.0,0.0,0.015,1681843525.44
1663,115.0,76.0,522.0,-566.0,180.0,242.0,0.0,0.0,0.0,0.015,1681843525.52
1664,107.0,49.0,480.0,-216.0,-15.0,173.0,0.0,0.0,0.0,0.015,1681843525.60
1665,75.0,50.0,482.0,-293.0,75.0,243.0,0.0,0.0,0.0,0.015,1681843525.68
1666,111.0,44.0,475.0,-274.0,-180.0,298.0,0.0,0.0,0.0,0.015,1681843525.76
1667,93.0,25.0,486.0,-102.0,-139.0,157.0,0.0,0.0,0.0,0.015,1681843525.84
1668,138.0,40.0,510.0,-333.0,-51.0,523.0,0.0,0.0,0.0,0.015,1681843525.92
1669,120.0,22.0,472.0,-116.0,-221.0,76.0,0.0,0.0,0.0,0.015,1681843526.00
1670,172.0,5.0,498.0,-190.0,-136.0,289.0,0.0,0.0,0.0,0.015,1681843526.08
1671,113.0,18.0,462.0,-121.0,107.0,162.0,0.0,0.0,0.0,0.015,1681843526.16
1672,93.0,16.0,448.0,59.0,-220.0,471.0,0.0,0.0,0.0,0.015,1681843526.24
1673,,,,,,,,,,,
1674,117.0,-13.0,493.0,22.0,280.0,291.0,0.0,0.0,0.0,0.015,1681843526.38
1675,141.0,-20.0,488.0,92.0,251.0,427.0,0.0,0.0,0.0,0.015,1681843526.46
1676,79.0,-7.0,487.0,153.0,180.0,231.0,0.0,0.0,0.0,0.015,1681843526.54
1677,84.0,-20.0,525.0,-37.0,102.0,267.0,0.0,0.0,0.0,0.015,1681843526.62
1678,79.0,-3.0,470.0,45.0,114.0,54.0,0.0,0.0,0.0,0.015,1681843526.70
1679,58.0,-2.0,487.0,249.0,-109.0,42.0,0.0,0.0,0.0,0.015,1681843526.78
1680,56.0,-9.0,531.0,-57.0,184.0,-59.0,0.0,0.0,0.0,0.015,1681843526.86
1681,91.0,8.0,510.0,-12.0,-78.0,-195.0,0.0,0.0,0.0,0.015,1681843526.94
1682,91.0,16.0,529.0,-158.0,-30.0,-265.0,0.0,0.0,0.0,0.015,1681843527.02
1683,65.0,-1.0,526.0,-65.0,41.0,-195.0,0.0,0.0,0.0,0.015,1681843527.10
1684,124.0,-5.0,427.0,-291.0,-19.0,-194.0,0.0,0.0,0.0,0.015,1681843527.18
1685,96.0,-26.0,443.0,168.0,-103.0,-54.0,0.0,0.0,0.0,0.015,1681843527.26
1686,61.0,-11.0,470.0,69.0,-168.0,-271.0,0.0,0.0,0.0,0.015,1681843527.34
1687,103.0,-2.0,487.0,59.0,66.0,-231.0,0.0,0.0,0.0,0.015,1681843527.42
1688,84.0,11.0,484.0,151.0,134.0,-268.0,0.0,0.0,0.0,0.015,1681843527.50
1689,64.0,12.0,482.0,221.0,-62.0,-381.0,0.0,0.0,0.0,0.015,1681843527.58
